Date,Forecasted_Open
2025-07-05,7387.355419127063
2025-07-06,7541.812973204789
2025-07-07,7415.035669156462
2025-07-08,7420.875661567639
2025-07-09,7434.535374881482
2025-07-10,7571.3316618177805
2025-07-11,7477.0502645174665
2025-07-12,7486.053607960047
2025-07-13,7493.8043236239655
2025-07-14,7554.595047872865
2025-07-15,7402.272920603123
2025-07-16,7461.908867598273
2025-07-17,7478.383492366909
2025-07-18,7573.169518223584
2025-07-19,7342.571626696669
2025-07-20,7272.742505654696
2025-07-21,7504.183713024561
2025-07-22,7432.163007116599
2025-07-23,7315.899364415447
2025-07-24,7346.070056461819
2025-07-25,7352.392940859531
2025-07-26,7466.92099487411
2025-07-27,7401.526378197175
2025-07-28,7305.854307393468
2025-07-29,7480.028573599671
2025-07-30,7319.41987453768
2025-07-31,7427.155045490712
2025-08-01,7361.807004391084
2025-08-02,7381.89918739874
2025-08-03,7369.495938462398
2025-08-04,7373.9631037613535
2025-08-05,7196.0540538312125
2025-08-06,7247.365230433957
2025-08-07,7392.115346754317
2025-08-08,7225.123647923606
2025-08-09,7265.1285840604305
2025-08-10,7328.479222672094
2025-08-11,7357.848514402988
2025-08-12,7251.463577798717
2025-08-13,7158.132263209953
2025-08-14,7363.682447183459
2025-08-15,7421.511990848734
2025-08-16,7255.657661953653
2025-08-17,7202.930650912098
2025-08-18,7283.633664526825
2025-08-19,7347.115345270765
2025-08-20,7215.534397047573
2025-08-21,6993.031710288411
2025-08-22,7199.1792041634435
2025-08-23,7200.991935350211
2025-08-24,7093.6971786022095
2025-08-25,7158.908335290907
2025-08-26,7261.094488041738
2025-08-27,7060.851752761889
2025-08-28,7245.502405410657
2025-08-29,7267.043348408224
2025-08-30,7205.459335144685
2025-08-31,7111.840567429574
2025-09-01,7155.521712884127
2025-09-02,7100.617089175913
2025-09-03,7310.5043448219285
2025-09-04,7311.044850795063
2025-09-05,7136.45744365342
2025-09-06,7405.128962670663
2025-09-07,7400.07436649477
2025-09-08,7217.624386922413
2025-09-09,7300.70255103165
2025-09-10,7085.474700802049
2025-09-11,7172.997432266971
2025-09-12,7085.806636241979
2025-09-13,6993.573428400028
2025-09-14,6928.315978584415
2025-09-15,7074.442027354305
2025-09-16,7108.031165216346
2025-09-17,7006.093021651349
2025-09-18,6997.412865202979
2025-09-19,7070.64698839028
2025-09-20,7146.807553388862
2025-09-21,7033.157381096028
2025-09-22,7094.49632130522
2025-09-23,7040.938261130076
2025-09-24,7072.872969694226
2025-09-25,6972.622771702789
2025-09-26,7112.309585288341
2025-09-27,7155.932109005959
2025-09-28,7129.7258068914625
2025-09-29,7154.954520186218
2025-09-30,7331.621504065593
2025-10-01,7344.242002107289
2025-10-02,7395.284047311994
2025-10-03,7343.737383706978
2025-10-04,7151.1636650528235
2025-10-05,7260.751397195201
2025-10-06,7434.371590153409
2025-10-07,7260.789756078151
2025-10-08,7037.9397147117725
2025-10-09,7214.612071965045
2025-10-10,7167.604558127742
2025-10-11,6983.659233239355
2025-10-12,7048.494484103555
2025-10-13,7109.715883870562
2025-10-14,7069.680944938763
2025-10-15,7022.301651544779
2025-10-16,7064.030662057202
2025-10-17,7128.527921603154
2025-10-18,7155.595284245976
2025-10-19,7144.215976049867
2025-10-20,7187.159212590181
2025-10-21,7113.295412988172
2025-10-22,7156.105398938649
2025-10-23,6958.690610529933
2025-10-24,6959.419403450027
2025-10-25,7126.65211456144
2025-10-26,7018.605658761118
2025-10-27,6847.173889551589
2025-10-28,6907.3357907043255
2025-10-29,6892.428474664466
2025-10-30,6998.156989051553
2025-10-31,6902.027301262643
2025-11-01,6888.894875578653
2025-11-02,6867.517428661176
2025-11-03,6969.129731158055
2025-11-04,6832.7643009156745
2025-11-05,6942.867440768497
2025-11-06,6825.8077642684275
2025-11-07,6873.187113313722
2025-11-08,6789.622928952045
2025-11-09,6776.864071535563
2025-11-10,6695.2381622015455
2025-11-11,6800.494219019007
2025-11-12,6758.597252300572
2025-11-13,6645.9915718022585
2025-11-14,6706.089833134691
2025-11-15,6775.034788639722
2025-11-16,6602.55017026993
2025-11-17,6751.837992651031
2025-11-18,6880.959787312009
2025-11-19,6854.249724539212
2025-11-20,6838.06900264099
2025-11-21,6871.139494780676
2025-11-22,6963.224843289184
2025-11-23,6949.068223268168
2025-11-24,6820.861546983075
2025-11-25,6630.195065511987
2025-11-26,6783.214413336685
2025-11-27,6700.100662125664
2025-11-28,6508.558215308235
2025-11-29,6524.088066213448
2025-11-30,6547.483100076877
2025-12-01,6576.3132882327445
