name;datetime;temp;feelslike;dew;humidity;precip;precipprob;preciptype;snow;snowdepth;windgust;windspeed;winddir;sealevelpressure;cloudcover;visibility;solarradiation;solarenergy;uvindex;severerisk;conditions;icon;stations
surabaya;2023-09-01T00:00:00;26;26;21;73.97;0;0;;0;0;18;3.6;140;1012;27.4;10;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-01T01:00:00;26.3;26.3;22.6;80.56;0;0;;0;0;14.4;6.9;158;1012.4;44.5;7.7;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96933099999,96935099999,96935599999
surabaya;2023-09-01T02:00:00;24;24;21;83.34;0;0;;0;0;11.2;7.6;220;1011;27.4;5;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-01T03:00:00;24;24;21;83.34;0;0;;0;0;8.6;3.6;180;1011;27.4;5;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-01T04:00:00;23.3;23.3;21.5;89.8;0;0;;0;0;6.5;4.8;247;1011.3;34.9;5;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935099999,96935599999
surabaya;2023-09-01T05:00:00;23;23;21;88.52;0;0;;0;0;7.9;5.4;240;1011;27.4;5;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-01T06:00:00;23;23;21;88.52;0;0;;0;0;6.8;1.8;260;1012;27.4;4;12;0;0;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-01T07:00:00;25.1;25.1;21.2;78.93;0;0;;0;0;2.2;1.6;137;1013.1;29.5;9.2;183;0.7;2;10;Partially cloudy;partly-cloudy-day;WARR,96933099999,96935099999,96935599999
surabaya;2023-09-01T08:00:00;27;28.2;19;61.61;0;0;;0;0;5.4;13;130;1013;27.4;10;435;1.6;4;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-01T09:00:00;29;30.8;20;58.35;0;0;;0;0;10.8;7.6;130;1013;27.4;10;665;2.4;7;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-01T10:00:00;30.7;32.3;19.4;50.85;0;0;;0;0;14.8;16.6;100;1013.4;28.3;10;846;3;8;10;Partially cloudy;partly-cloudy-day;WARR,96935099999,96935599999
surabaya;2023-09-01T11:00:00;31;31.4;17;43.1;0;0;;0;0;16.6;18.4;100;1012;27.4;10;958;3.4;10;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-01T12:00:00;31;32.4;19;48.88;0;0;;0;0;16.6;18.4;110;1012;27.4;10;997;3.6;10;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-01T13:00:00;32;33.9;19.5;47.72;0;0;;0;0;15.5;18.4;107;1010.5;28.3;10;957;3.4;10;10;Partially cloudy;partly-cloudy-day;WARR,96935099999,96935599999
surabaya;2023-09-01T14:00:00;32;33.5;19;46.18;0;0;;0;0;14;20.5;80;1009;27.4;10;843;3;8;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-01T15:00:00;32;34.2;20;49.14;0;0;;0;0;11.2;20.5;70;1009;27.4;10;663;2.4;7;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-01T16:00:00;30;33.1;21.7;60.88;0;0;;0;0;10.8;18.6;80;1009.2;28.3;10;432;1.6;4;10;Partially cloudy;partly-cloudy-day;WARR,96935099999,96935599999
surabaya;2023-09-01T17:00:00;28;30.1;21;65.77;0;0;;0;0;11.9;22.3;80;1009;27.4;10;180;0.6;2;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-01T18:00:00;27;29.2;22;74.14;0;0;;0;0;20.5;22.3;80;1010;27.4;10;10;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-01T19:00:00;27;28.8;21;69.74;0;0;;0;0;22.3;22.3;90;1010;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-01T20:00:00;27;28.8;21;69.74;0;0;;0;0;21.6;14.8;100;1011;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-01T21:00:00;27;28.5;20;65.56;0;0;;0;0;21.6;14.8;110;1011;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-01T22:00:00;27.2;29;20.7;67.77;0;0;rain;0;0;22.7;11.2;114;1012.1;35.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96933099999,96935099999,96935599999
surabaya;2023-09-01T23:00:00;26;26;19;65.36;0.1;100;rain;0;0;23.4;7.6;130;1011;27.4;8;0;0;0;10;Rain, Partially cloudy;rain;WARR,96935599999
surabaya;2023-09-02T00:00:00;25;25;18;65.15;0;0;rain;0;0;20.2;5.4;160;1011;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-02T01:00:00;24;24;19.4;75.17;0;0;;0;0;17.3;6.3;227;1011.1;34.9;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935099999,96935599999
surabaya;2023-09-02T02:00:00;23;23;20;83.22;0;0;;0;0;12.2;5.4;260;1010;27.4;7;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-02T03:00:00;23;23;20;83.22;0;0;;0;0;8.3;9.4;180;1011;27.4;6;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-02T04:00:00;24.4;24.4;20.2;77.49;0;0;;0;0;5.4;1.4;250;1011;31.5;7.4;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96933099999,96935099999,96935599999
surabaya;2023-09-02T05:00:00;22;22;19;83.11;0;0;;0;0;6.1;5.4;270;1011;27.4;7;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-02T06:00:00;21;21;19;88.35;0;0;;0;0;7.2;7.6;240;1012;27.4;6;12;0;0;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-02T07:00:00;23.9;23.9;20;79.13;0;0;;0;0;4.3;2.4;243.2;1012.4;5;5;187;0.7;2;10;Clear;clear-day;WARR,96935099999,96935599999
surabaya;2023-09-02T08:00:00;27;27.9;18;57.87;0;0;;0;0;9;5.4;130;1013;0;7;442;1.6;4;10;Clear;clear-day;WARR,96935599999
surabaya;2023-09-02T09:00:00;29;29.5;17;48.35;0;0;;0;0;13.7;13;130;1013;27.4;10;671;2.4;7;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-02T10:00:00;30.9;30.8;15.7;39.96;0;0;;0;0;16.6;16;113;1013.1;21.7;10;851;3.1;9;10;Partially cloudy;partly-cloudy-day;WARR,96935099999,96935599999
surabaya;2023-09-02T11:00:00;31;30.6;15;37.94;0;0;;0;0;17.6;16.6;90;1012;27.4;10;965;3.5;10;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-02T12:00:00;32;32;16;38.21;0;0;;0;0;18.4;18.4;110;1011;27.4;10;1007;3.6;10;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-02T13:00:00;31.8;32.1;16.8;40.8;0;0;;0;0;18.4;21.7;97;1010.3;21.7;10;970;3.5;10;10;Partially cloudy;partly-cloudy-day;WARR,96935099999,96935599999
surabaya;2023-09-02T14:00:00;32;32.9;18;43.38;0;0;;0;0;17.3;22.3;80;1009;27.4;10;857;3.1;9;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-02T15:00:00;31;32.4;19;48.88;0;0;;0;0;16.2;22.3;70;1009;27.4;10;680;2.4;7;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-02T16:00:00;30;31.4;19.2;52.3;0;0;;0;0;16.6;22.9;87;1009.2;21.7;10;449;1.6;4;10;Partially cloudy;partly-cloudy-day;WARR,96935099999,96935599999
surabaya;2023-09-02T17:00:00;29;30.3;19;54.83;0;0;;0;0;16.2;24.1;90;1009;27.4;10;187;0.7;2;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-02T18:00:00;28;28.9;18;54.58;0;0;;0;0;21.6;24.1;80;1009;27.4;10;11;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-02T19:00:00;28.5;29.9;19.5;58.17;0;0;;0;0;23.4;15.2;99;1010.2;56.4;8.7;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96933099999,96935099999,96935599999
surabaya;2023-09-02T20:00:00;27;29.2;22;74.14;0;0;;0;0;25.2;16.6;110;1010;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-02T21:00:00;26;26;20;69.55;0;0;;0;0;25.2;13;130;1011;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-02T22:00:00;27;28.6;20.4;67.11;0;0;;0;0;26.3;11.2;129;1011.7;45.5;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96933099999,96935099999,96935599999
surabaya;2023-09-02T23:00:00;25;25;20;73.8;0;0;;0;0;24.5;13;110;1011;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-03T00:00:00;25;25;19;69.36;0;0;;0;0;19.4;5.4;190;1011;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-03T01:00:00;23;23;20;83.22;0;0;;0;0;13;9.4;230;1011;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-03T02:00:00;23;23;20;83.22;0;0;;0;0;8.3;5.4;220;1011;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-03T03:00:00;22;22;20;88.44;0;0;;0;0;6.8;3.6;220;1011;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-03T04:00:00;21;21;19;88.35;0;0;;0;0;5.8;7.6;270;1011;27.4;5;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-03T05:00:00;21;21;19;88.35;0;0;;0;0;5.4;9.4;270;1012;27.4;5;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-03T06:00:00;22;22;20;88.44;0;0;;0;0;5;5.4;260;1012;27.4;5;13;0;0;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-03T07:00:00;23;23;20;83.22;0;0;;0;0;3.6;7.6;240;1013;27.4;5;189;0.7;2;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-03T08:00:00;25;25;19;69.36;0;0;;0;0;5.8;3.6;164.9;1013;27.4;5;436;1.6;4;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-03T09:00:00;29;29.1;16;45.37;0;0;;0;0;8.3;9.4;140;1013;27.4;10;640;2.3;6;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-03T10:00:00;30;30;16;42.83;0;0;;0;0;10.1;14.8;120;1013;27.4;10;854;3.1;9;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-03T11:00:00;31;30.3;14;35.56;0;0;;0;0;11.5;18.4;130;1012;27.4;10;964;3.5;10;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-03T12:00:00;31;30.6;15;37.94;0;0;;0;0;13.7;18.4;100;1011;27.4;10;1005;3.6;10;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-03T13:00:00;31;31.4;17;43.1;0;0;;0;0;14.4;22.3;90;1010;27.4;10;964;3.5;10;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-03T14:00:00;31;31;16;40.45;0;0;;0;0;14.4;24.1;90;1009;27.4;10;858;3.1;9;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-03T15:00:00;32;32;16;38.21;0;0;;0;0;14.4;22.3;70;1008;27.4;10;673;2.4;7;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-03T16:00:00;31;31.4;17;43.1;0;0;;0;0;15.5;24.1;60;1008;27.4;10;436;1.6;4;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-03T17:00:00;29;30.8;20;58.35;0;0;;0;0;18;20.5;90;1009;27.4;10;182;0.7;2;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-03T18:00:00;28;29.2;19;58.11;0;0;;0;0;25.9;18.4;100;1009;27.4;10;10;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-03T19:00:00;27;28.8;21;69.74;0;0;;0;0;28.1;20.5;100;1010;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-03T20:00:00;27;28.5;20;65.56;0;0;;0;0;27.7;20.5;100;1010;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-03T21:00:00;26;26;21;73.97;0;0;;0;0;27;14.8;100;1011;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-03T22:00:00;26;26;20;69.55;0;0;;0;0;24.5;7.6;30;1011;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-03T23:00:00;25;25;20;73.8;0;0;;0;0;20.9;5.4;200;1011;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-04T00:00:00;24;24;20;78.35;0;0;;0;0;14.8;9.4;230;1010;27.4;5;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-04T01:00:00;23.2;23.2;19.9;81.4;0;0;;0;0;9.4;1.2;211.7;1010.4;34.9;5;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935099999,96935599999
surabaya;2023-09-04T02:00:00;23;23;20;83.22;0;0;;0;0;8.3;7.6;280;1010;27.4;5;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-04T03:00:00;21;21;20;94.02;0;0;;0;0;9;9.4;260;1010;27.4;5;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-04T04:00:00;23.4;23.4;21.7;90.09;0;0;;0;0;7.9;0.7;250;1010.5;34.9;7.1;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96933099999,96935099999,96935599999
surabaya;2023-09-04T05:00:00;22;22;20;88.44;0;0;;0;0;6.8;5.4;200;1010;27.4;5;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-04T06:00:00;22;22;20;88.44;0;0;;0;0;5;3.6;230;1011;27.4;5;14;0.1;0;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-04T07:00:00;23.7;23.7;20.5;82.48;0;0;;0;0;3.6;1.1;250;1011.9;31.5;7.8;195;0.7;2;10;Partially cloudy;partly-cloudy-day;WARR,96933099999,96935099999,96935599999
surabaya;2023-09-04T08:00:00;26;26;20;69.55;0;0;;0;0;13.3;5.4;180;1012;27.4;5;437;1.6;4;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-04T09:00:00;29;29.1;16;45.37;0;0;;0;0;16.6;11.2;140;1012;27.4;10;600;2.2;6;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-04T10:00:00;30.5;30.7;16.5;43.1;0;0;;0;0;17.6;14.4;141;1011.7;16.5;10.7;807;2.9;8;10;Clear;clear-day;WARR,96933099999,96935099999,96935599999
surabaya;2023-09-04T11:00:00;31;30.6;15;37.94;0;0;;0;0;18.4;16.6;90;1011;27.4;10;981;3.5;10;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-04T12:00:00;32;32;16;38.21;0;0;;0;0;19.1;18.4;70;1010;27.4;10;1021;3.7;10;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-04T13:00:00;31.7;31.6;15.9;38.74;0;0;;0;0;18;19.8;57;1009.1;38.2;10;919;3.3;9;10;Partially cloudy;partly-cloudy-day;WARR,96935099999,96935599999
surabaya;2023-09-04T14:00:00;32;32;16;38.21;0;0;;0;0;16.9;22.3;50;1008;27.4;10;860;3.1;9;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-04T15:00:00;32;32;16;38.21;0;0;;0;0;16.6;24.1;60;1008;27.4;10;677;2.4;7;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-04T16:00:00;30.9;31.3;17;43.49;0;0;;0;0;17.3;21;73;1008.2;28.3;10;443;1.6;4;10;Partially cloudy;partly-cloudy-day;WARR,96935099999,96935599999
surabaya;2023-09-04T17:00:00;29;29.8;18;51.5;0;0;;0;0;22;24.1;80;1008;27.4;10;185;0.7;2;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-04T18:00:00;27;28.2;19;61.61;0;0;;0;0;25.9;20.5;90;1008;27.4;10;10;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-04T19:00:00;27.3;29.1;20.7;67.43;0;0;;0;0;26.3;20.5;110;1009.4;28.3;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935099999,96935599999
surabaya;2023-09-04T20:00:00;27;28.5;20;65.56;0;0;;0;0;24.5;14.8;110;1010;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-04T21:00:00;26;26;20;69.55;0;0;;0;0;23;11.2;130;1011;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-04T22:00:00;26.7;28.3;20.6;69.29;0;0;;0;0;20.5;4.8;123;1011.5;29.5;8.7;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96933099999,96935099999,96935599999
surabaya;2023-09-04T23:00:00;25;25;19;69.36;0;0;;0;0;20.2;7.6;170;1011;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-05T00:00:00;24;24;19;73.63;0;0;;0;0;18.4;5.4;220;1011;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-05T01:00:00;23.1;23.1;19.2;78.71;0;0;rain;0;0;15.8;6.8;233;1010.4;31.6;6;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935099999,96935599999
surabaya;2023-09-05T02:00:00;23;23;19;78.21;0;0;;0;0;13.3;11.2;250;1010;27.4;7;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-05T03:00:00;23;23;19;78.21;0;0;;0;0;11.2;5.4;250;1010;27.4;6;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-05T04:00:00;21.9;21.9;18.3;79.68;0;0;;0;0;9.4;2.4;206.1;1011.2;31.6;5;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935099999,96935599999
surabaya;2023-09-05T05:00:00;21;21;18;82.99;0;0;;0;0;8.3;9.4;260;1011;27.4;5;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-05T06:00:00;21;21;18;82.99;0;0;;0;0;9.4;9.4;250;1012;27.4;5;14;0.1;0;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-05T07:00:00;23.7;23.7;19;74.96;0;0;;0;0;6.8;2.1;247;1012.6;30.5;7.8;193;0.7;2;10;Partially cloudy;partly-cloudy-day;WARR,96933099999,96935099999,96935599999
surabaya;2023-09-05T08:00:00;26;26;19;65.36;0;0;;0;0;11.5;7.6;180;1012;27.4;5;442;1.6;4;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-05T09:00:00;30;30.8;18;48.62;0;0;;0;0;14.8;9.4;140;1013;27.4;8;670;2.4;7;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-05T10:00:00;31;31.7;17.7;44.85;0;0;;0;0;17.3;18.4;120;1012.4;31.6;10;847;3;8;10;Partially cloudy;partly-cloudy-day;WARR,96935099999,96935599999
surabaya;2023-09-05T11:00:00;32;32.9;18;43.38;0;0;;0;0;18.7;18.4;110;1011;27.4;10;958;3.4;10;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-05T12:00:00;32;32.9;18;43.38;0;0;;0;0;18.4;18.4;90;1011;27.4;10;994;3.6;10;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-05T13:00:00;31.9;33.3;18.9;46.11;0;0;;0;0;17.3;19.8;76;1010.3;31.6;10;951;3.4;10;10;Partially cloudy;partly-cloudy-day;WARR,96935099999,96935599999
surabaya;2023-09-05T14:00:00;32;33.5;19;46.18;0;0;;0;0;16.6;20.5;50;1009;27.4;10;834;3;8;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-05T15:00:00;32;34.2;20;49.14;0;0;;0;0;16.9;20.5;60;1009;27.4;10;654;2.4;7;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-05T16:00:00;30.8;33.1;20.5;54.34;0;0;;0;0;16.6;20.4;77;1009.3;31.6;10;425;1.5;4;10;Partially cloudy;partly-cloudy-day;WARR,96935099999,96935599999
surabaya;2023-09-05T17:00:00;30;31.9;20;55.08;0;0;;0;0;20.5;29.5;70;1009;27.4;10;176;0.6;2;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-05T18:00:00;28;29.2;19;58.11;0;0;;0;0;26.3;24.1;80;1010;27.4;10;10;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-05T19:00:00;28.3;30.2;20.4;62.53;0;0;;0;0;28.4;18.6;93;1011.3;31.6;10;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935099999,96935599999
surabaya;2023-09-05T20:00:00;28;31.3;23;74.3;0;0;;0;0;27.7;14.8;110;1011;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-05T21:00:00;27;29.1;22;74.13;0;0;;0;0;25.9;13;120;1012;25;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR
surabaya;2023-09-05T22:00:00;27.3;29.8;22.5;75.23;0;0;;0;0;23;7.3;108;1012.6;31.6;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96933099999,96935099999,96935599999
surabaya;2023-09-05T23:00:00;26;26;22;78.64;0;0;;0;0;20.2;5.4;100;1012;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-06T00:00:00;25;25;21;78.5;0;0;;0;0;15.5;11.2;230;1012;27.4;6;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-06T01:00:00;25.2;25.2;21.2;78.19;0;0;;0;0;6.1;3.2;267;1011.8;31.6;7.1;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96933099999,96935099999,96935599999
surabaya;2023-09-06T02:00:00;24;24;20;78.35;0;0;;0;0;7.6;11.2;230;1011;27.4;5;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-06T03:00:00;22;22;20;88.44;0;0;;0;0;9;7.6;260;1011;27.4;5;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-06T04:00:00;22.9;22.9;20.2;84.92;0;0;;0;0;9.7;4.8;227;1011.4;31.6;5;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935099999,96935599999
surabaya;2023-09-06T05:00:00;23;23;20;83.22;0;0;;0;0;8.3;3.6;260;1012;27.4;5;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-06T06:00:00;22;22;20;88.44;0;0;;0;0;6.5;5.4;270;1012;27.4;5;14;0.1;0;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-06T07:00:00;24.9;24.9;21.1;79.29;0;0;;0;0;5.8;7.3;310;1012.3;31.6;4.7;194;0.7;2;10;Partially cloudy;partly-cloudy-day;WARR,96935099999,96935599999
surabaya;2023-09-06T08:00:00;28;30.1;21;65.77;0;0;;0;0;3.6;5.4;350;1012;27.4;7;443;1.6;4;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-06T09:00:00;30;32.6;21;58.58;0;0;;0;0;9.7;7.6;40;1012;27.4;8;669;2.4;7;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-06T10:00:00;31.8;35.3;21.7;54.97;0;0;;0;0;13.3;10.2;166;1012.4;16.5;11.3;846;3;8;10;Clear;clear-day;WARR,96933099999,96935099999,96935599999
surabaya;2023-09-06T11:00:00;33;37;22;52.52;0;0;;0;0;15.5;14.8;50;1011;27.4;10;958;3.4;10;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-06T12:00:00;33;37;22;52.52;0;0;;0;0;16.2;14.8;30;1011;27.4;10;994;3.6;10;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-06T13:00:00;32.9;36.1;21;49.54;0;0;;0;0;15.1;16;33;1010.3;31.6;10;952;3.4;10;10;Partially cloudy;partly-cloudy-day;WARR,96935099999,96935599999
surabaya;2023-09-06T14:00:00;34;35.8;19;41.27;0;0;;0;0;15.8;14.8;80;1009;27.4;10;835;3;8;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-06T15:00:00;33;34;18;41;0;0;;0;0;16.6;18.4;60;1009;27.4;10;654;2.4;7;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-06T16:00:00;31.9;34.6;20.6;51.16;0;0;;0;0;16.9;19.8;73;1009.2;31.6;10;424;1.5;4;10;Partially cloudy;partly-cloudy-day;WARR,96935099999,96935599999
surabaya;2023-09-06T17:00:00;30;32.6;21;58.58;0;0;;0;0;19.4;18.4;80;1009;27.4;10;174;0.6;2;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2023-09-06T18:00:00;29;32.7;23;70.11;0;0;;0;0;23.8;14.8;100;1010;50;10;9;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-06T19:00:00;29.1;33.1;23.3;70.83;0;0;;0;0;24.5;5.4;93;1010.4;31.6;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935099999,96935599999
surabaya;2023-09-06T20:00:00;28;30.1;21;65.77;0;0;;0;0;22;5.4;210;1011;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-06T21:00:00;28;31.3;23;74.3;0;0;;0;0;20.5;11.2;280;1011;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2023-09-06T22:00:00;27.9;31.9;24.1;79.7;0;0;;0;0;19.4;11.8;293;1012.3;31.6;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935099999,96935599999
surabaya;2023-09-06T23:00:00;26;26;21;73.97;0;0;;0;0;13;11.2;250;1012;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
