name;datetime;temp;feelslike;dew;humidity;precip;precipprob;preciptype;snow;snowdepth;windgust;windspeed;winddir;sealevelpressure;cloudcover;visibility;solarradiation;solarenergy;uvindex;severerisk;conditions;icon;stations
surabaya;2024-05-10T21:00:00;29;34.5;25;79.06;0.1;100;rain;0;0;25.6;24.1;80;1011;27.4;8;0;0;0;30;Rain, Partially cloudy;rain;WARR,96935599999
surabaya;2024-05-10T22:00:00;29.3;35.1;25;78.02;0;0;;0;0;27;20.4;57;1011.3;34.9;7.7;0;0;0;30;Partially cloudy;partly-cloudy-night;WARR,96935099999,96935599999
surabaya;2024-05-10T23:00:00;29;34.5;25;79.06;0;0;;0;0;27;18.4;90;1011;27.4;7;0;0;0;30;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-11T00:00:00;29;34.5;25;79.06;0.1;100;rain;0;0;26.3;20.5;90;1011;50;6;0;0;0;30;Rain, Partially cloudy;rain;WARR,96935599999
surabaya;2024-05-11T01:00:00;28.8;35.6;26.4;87.11;0;0;;0;0;23.4;7.3;77;1010.5;41.4;7.4;0;0;0;30;Partially cloudy;partly-cloudy-night;WARR,96933099999,96935099999,96935599999
surabaya;2024-05-11T02:00:00;28;33.6;26;88.92;0;0;;0;0;20.2;11.2;120;1010;27.4;6;0;0;0;30;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-11T03:00:00;29;35.6;26;83.9;0.2;100;rain;0;0;16.6;7.6;110;1010;27.4;6;0;0;0;30;Rain, Partially cloudy;rain;WARR,96935599999
surabaya;2024-05-11T04:00:00;28.1;33.6;25.8;87.21;0;0;;0;0;13;8.1;103;1010.4;38.2;6;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935099999,96935599999
surabaya;2024-05-11T05:00:00;28;32.7;25;83.79;0;0;;0;0;11.9;5.4;120;1010;27.4;7;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-11T06:00:00;28;31.9;24;78.92;0;0;;0;0;10.8;5.4;90;1011;27.4;10;9;0;0;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-11T07:00:00;29.5;35.7;25.4;78.66;0;0;;0;0;15.8;7.6;107;1011.3;31.6;10;160;0.6;2;10;Partially cloudy;partly-cloudy-day;WARR,96935099999,96935599999
surabaya;2024-05-11T08:00:00;31;39.1;26;74.79;0;0;;0;0;18;14.8;110;1012;27.4;10;387;1.4;4;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-11T09:00:00;31;39.1;26;74.79;0;0;;0;0;19.4;18.4;100;1012;27.4;10;596;2.1;6;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-11T10:00:00;32.3;39.5;24.9;65.06;0;0;;0;0;22.3;14.1;101;1011.8;38.8;10;761;2.7;8;10;Partially cloudy;partly-cloudy-day;96933100000
surabaya;2024-05-11T11:00:00;31.3;35.9;23.1;61.8;0.1;100;rain;0;0;23.4;16.2;103.9;1011;54.2;24.1;862;3.1;9;10;Rain, Partially cloudy;rain;remote
surabaya;2024-05-11T12:00:00;31.6;36.3;23.1;60.75;0;0;;0;0;23.8;16.6;104.7;1010;28.4;24.1;891;3.2;9;10;Partially cloudy;partly-cloudy-day;remote
surabaya;2024-05-11T13:00:00;32.2;38.6;24.4;63.5;0;0;;0;0;24.5;27.7;80;1010.4;50;10;852;3.1;9;10;Partially cloudy;partly-cloudy-day;96935099999
surabaya;2024-05-11T14:00:00;31.8;36.5;23.1;60.07;0;0;;0;0;24.8;18.7;95.9;1009;16.2;24.1;741;2.7;7;10;Clear;clear-day;remote
surabaya;2024-05-11T15:00:00;31.3;36;23.2;62.18;0;0;;0;0;25.2;19.1;102.4;1008;38;24.1;572;2.1;6;10;Partially cloudy;partly-cloudy-day;remote
surabaya;2024-05-11T16:00:00;31.4;38.4;25.1;69.5;0;0;;0;0;25.6;30.6;65;1008.9;40;10;359;1.3;4;10;Partially cloudy;partly-cloudy-day;96935100000
surabaya;2024-05-11T17:00:00;30.1;36.3;25.1;74.64;0;0;;0;0;25.9;22.3;80;1009;30;10;128;0.5;1;10;Partially cloudy;partly-cloudy-day;96935599999
surabaya;2024-05-11T18:00:00;30;37.4;26;79.2;0;0;;0;0;25.9;22.3;80;1009;27.4;10;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-11T19:00:00;30.5;36;24.2;69.01;0;0;;0;0;25.6;11.1;73;1010;30.5;9.3;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96933099999,96935099999,96935599999
surabaya;2024-05-11T20:00:00;29;35.6;26;83.9;0;0;;0;0;23.8;16.6;90;1010;27.4;10;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-11T21:00:00;29;35.6;26;83.9;0;0;;0;0;22.3;11.2;90;1011;27.4;10;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-11T22:00:00;29.3;35.7;25.6;80.72;0;0;;0;0;20.5;16;70;1011.4;31.6;10;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935099999,96935599999
surabaya;2024-05-11T23:00:00;29;35.6;26;83.9;0.1;100;rain;0;0;15.8;11.2;110;1012;27.4;10;0;0;0;10;Rain, Partially cloudy;rain;WARR,96935599999
surabaya;2024-05-12T00:00:00;28;33.6;26;88.92;0.1;100;rain;0;0;8.3;7.6;120;1011;27.4;10;0;0;0;10;Rain, Partially cloudy;rain;WARR,96935599999
surabaya;2024-05-12T01:00:00;28.8;34.8;25.6;82.79;0;0;;0;0;10.1;4.1;139;1010.7;30.5;7.9;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96933099999,96935099999,96935599999
surabaya;2024-05-12T02:00:00;27;30.6;25;88.84;0;0;;0;0;8.3;3.6;230;1010;27.4;10;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-12T03:00:00;26;26;25;94.23;0.2;100;rain;0;0;9.4;5.4;260;1010;27.4;5;0;0;0;10;Rain, Partially cloudy;rain;WARR,96935599999
surabaya;2024-05-12T04:00:00;26.2;26.2;24.9;92.23;0;0;;0;0;7.6;6.3;250;1010.2;31.6;5;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935099999,96935599999
surabaya;2024-05-12T05:00:00;26;26;25;94.23;0;0;;0;0;6.1;3.6;161;1010;27.4;5;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-12T06:00:00;26;26;25;94.23;0;0;;0;0;5;3.6;240;1011;27.4;5;9;0;0;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-12T07:00:00;26.8;30.7;26.2;96.57;0;0;;0;0;10.4;7.6;230;1011.2;34.9;5;160;0.6;2;10;Partially cloudy;partly-cloudy-day;WARR,96935099999,96935599999
surabaya;2024-05-12T08:00:00;30;38.8;27;84.01;0;0;;0;0;15.1;1.8;119.9;1011;27.4;7;387;1.4;4;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-12T09:00:00;33;39.3;24;59.27;0;0;;0;0;18.4;7.6;90;1011;27.4;10;595;2.1;6;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-12T10:00:00;33.2;37.7;22.4;53.39;0;0;;0;0;20.9;11.3;95;1011.5;41.4;10.7;758;2.7;8;10;Partially cloudy;partly-cloudy-day;WARR,96933099999,96935099999,96935599999
surabaya;2024-05-12T11:00:00;34;39.4;23;52.77;0;0;;0;0;21.6;16.6;90;1010;27.4;10;861;3.1;9;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-12T12:00:00;33;40.6;25;62.93;0;0;;0;0;21.6;18.4;80;1009;27.4;10;893;3.2;9;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-12T13:00:00;32.9;40.2;24.9;62.78;0;0;;0;0;19.8;18.6;60;1009.3;38.2;10;852;3.1;9;10;Partially cloudy;partly-cloudy-day;WARR,96935099999,96935599999
surabaya;2024-05-12T14:00:00;33;40.6;25;62.93;0;0;;0;0;19.8;22.3;60;1008;27.4;10;740;2.7;7;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-12T15:00:00;33;42.1;26;66.78;0;0;;0;0;19.1;20.5;60;1008;50;10;571;2.1;6;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-12T16:00:00;32.6;38;23.5;58.85;0;0;;0;0;18.7;13.6;87;1008.6;51;10;354;1.3;4;10;Partially cloudy;partly-cloudy-day;WARR,96933099999,96935099999,96935599999
surabaya;2024-05-12T17:00:00;31;36.5;24;66.38;0;0;;0;0;20.2;22.3;70;1008;50;10;124;0.4;1;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-12T18:00:00;30;35.1;24;70.29;0;0;;0;0;22;18.4;70;1009;27.4;10;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-12T19:00:00;30.5;34.9;23.1;64.71;0;0;;0;0;20.5;8.6;94;1009.5;45.5;8.6;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96933099999,96935099999,96935599999
surabaya;2024-05-12T20:00:00;29;34.5;25;79.06;0;0;;0;0;19.8;16.6;90;1010;27.4;10;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-12T21:00:00;29;34.5;25;79.06;0;0;;0;0;19.1;14.8;90;1010;27.4;10;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-12T22:00:00;29.5;35.3;25;76.94;0;0;;0;0;19.4;6.4;111;1010.2;45.5;8.6;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96933099999,96935099999,96935599999
surabaya;2024-05-12T23:00:00;28;32.7;25;83.79;0;0;;0;0;16.9;3.6;220;1010;27.4;10;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-13T00:00:00;27;30.6;25;88.84;0;0;;0;0;11.2;5.4;260;1010;27.4;7;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-13T01:00:00;27.2;31.2;25.2;88.68;0;0;;0;0;5.4;7.6;243;1009.4;34.9;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935099999,96935599999
surabaya;2024-05-13T02:00:00;26;26;25;94.23;0;0;;0;0;2.2;9.4;270;1009;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-13T03:00:00;26;26;25;94.23;0;0;;0;0;2.2;5.4;230;1009;27.4;5;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-13T04:00:00;25.4;25.4;24.9;96.73;0;0;;0;0;3.2;3.6;260;1009.2;34.9;5;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935099999,96935599999
surabaya;2024-05-13T05:00:00;25;25;25;100;0;0;;0;0;2.9;5.4;250;1009;27.4;5;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-13T06:00:00;25;25;25;100;0;0;;0;0;2.9;9.4;270;1009;27.4;5;9;0;0;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-13T07:00:00;26.9;30.8;25.8;93.72;0;0;;0;0;5;6.1;230;1010.2;38.2;5;128;0.5;1;10;Partially cloudy;partly-cloudy-day;WARR,96935099999,96935599999
surabaya;2024-05-13T08:00:00;28;34.5;27;94.32;0;0;;0;0;8.6;5.4;180;1010;27.4;5;330;1.2;3;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-13T09:00:00;30;37.4;26;79.2;0;0;;0;0;9.4;5.4;240;1011;27.4;5;540;1.9;5;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-13T10:00:00;32.4;37.3;23.1;58.14;0;0;;0;0;9.7;8.3;120;1010.7;46.5;8.5;736;2.6;7;10;Partially cloudy;partly-cloudy-day;WARR,96933099999,96935099999,96935599999
surabaya;2024-05-13T11:00:00;33;38.1;23;55.81;0;0;;0;0;10.1;11.2;90;1009;27.4;10;862;3.1;9;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-13T12:00:00;33;38.1;23;55.81;0;0;;0;0;10.1;16.6;100;1008;27.4;10;896;3.2;9;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-13T13:00:00;32.9;37.8;22.9;55.78;0;0;;0;0;9.7;19;90;1008.2;38.2;10;850;3.1;9;10;Partially cloudy;partly-cloudy-day;WARR,96935099999,96935599999
surabaya;2024-05-13T14:00:00;33;39.3;24;59.27;0;0;;0;0;9.7;18.4;80;1007;27.4;10;713;2.6;7;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-13T15:00:00;32;37.9;24;62.71;0;0;;0;0;10.8;18.4;90;1007;27.4;10;520;1.9;5;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-13T16:00:00;31.8;38.3;24.6;65.63;0;0;;0;0;13.3;14.2;100;1007.1;44.7;10;304;1.1;3;10;Partially cloudy;partly-cloudy-day;WARR,96935099999,96935599999
surabaya;2024-05-13T17:00:00;30;36.2;25;74.63;0;0;;0;0;18;18.4;80;1007;27.4;10;109;0.4;1;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-13T18:00:00;29;34.5;25;79.06;0;0;;0;0;19.8;16.6;80;1007;27.4;10;0;0;0;3;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-13T19:00:00;29.9;36.6;25.5;77.51;0;0;;0;0;20.5;10.6;110;1008.9;44.5;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96933099999,96935099999,96935599999
surabaya;2024-05-13T20:00:00;29;35.6;26;83.9;0;0;;0;0;19.1;16.6;80;1009;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-13T21:00:00;29;35.6;26;83.9;0;0;;0;0;17.6;14.8;80;1010;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-13T22:00:00;29;36.3;26.5;86.45;0;0;;0;0;16.6;13;113;1010.2;31.6;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935099999,96935599999
surabaya;2024-05-13T23:00:00;28;33.6;26;88.92;0;0;;0;0;14.8;7.6;130;1010;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-14T00:00:00;27;31.2;26;94.27;0;0;rain;0;0;14.8;1.8;103.8;1010;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-14T01:00:00;28.4;34.2;25.8;86.25;0;0;;0;0;14.8;5.4;122;1011;30.5;7.1;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96933099999,96935099999,96935599999
surabaya;2024-05-14T02:00:00;26;26;25;94.23;0;0;;0;0;16.2;7.6;230;1009;27.4;5;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-14T03:00:00;26;26;25;94.23;0;0;;0;0;16.2;5.4;250;1009;27.4;5;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-14T04:00:00;26.1;26.1;24.9;93.32;0;0;;0;0;13.3;7.6;234;1009.2;31.6;4.7;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935099999,96935599999
surabaya;2024-05-14T05:00:00;25;25;25;100;0;0;rain;0;0;10.4;7.6;240;1009;27.4;4;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-14T06:00:00;25;25;25;100;0;0;;0;0;9;5.4;240;1010;27.4;4;9;0;0;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-14T07:00:00;26.8;29.9;24.7;88.45;0;0;;0;0;10.4;1.1;197;1010.2;51.5;8.5;159;0.6;2;10;Partially cloudy;partly-cloudy-day;WARR,96933099999,96935099999,96935599999
surabaya;2024-05-14T08:00:00;29;35.6;26;83.9;0;0;rain;0;0;7.9;5.4;170;1010;27.4;5;380;1.4;4;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-14T09:00:00;30;38.8;27;84.01;0;0;;0;0;8.3;9.4;120;1010;27.4;8;588;2.1;6;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-14T10:00:00;32.3;38.4;24;61.64;0;0;;0;0;7.9;9.9;106;1010.3;43.5;9.4;754;2.7;8;10;Partially cloudy;partly-cloudy-day;WARR,96933099999,96935099999,96935599999
surabaya;2024-05-14T11:00:00;32;44.1;28;79.47;0;0;;0;0;9;11.2;70;1009;27.4;8;860;3.1;9;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-14T12:00:00;32;42.3;27;74.95;0.1;100;rain;0;0;7.6;13;90;1008;27.4;10;873;3.1;9;10;Rain, Partially cloudy;rain;WARR,96935599999
surabaya;2024-05-14T13:00:00;32.1;39.2;24.9;65.7;0;0;;0;0;7.6;15.4;57;1008.3;28.3;10;848;3.1;8;10;Partially cloudy;partly-cloudy-day;WARR,96935099999,96935599999
surabaya;2024-05-14T14:00:00;32;39.2;25;66.58;0;0;;0;0;7.9;16.6;70;1008;27.4;10;738;2.7;7;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-14T15:00:00;32;37.9;24;62.71;0;0;;0;0;8.3;18.4;70;1007;27.4;10;568;2;6;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-14T16:00:00;32.2;38.6;24.3;63.14;0;0;;0;0;9.4;17.8;82;1008.2;36.5;11.4;354;1.3;4;10;Partially cloudy;partly-cloudy-day;WARR,96933099999,96935099999,96935599999
surabaya;2024-05-14T17:00:00;30;36.2;25;74.63;0;0;;0;0;12.6;14.8;80;1008;27.4;10;126;0.5;1;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-14T18:00:00;30;38.8;27;84.01;0;0;;0;0;15.5;11.2;100;1009;27.4;10;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-14T19:00:00;30.1;36.9;25.5;76.49;0;0;;0;0;16.6;8.5;103;1010.3;31.5;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96933099999,96935099999,96935599999
surabaya;2024-05-14T20:00:00;29;38.2;28;94.36;0;0;;0;0;16.2;13;90;1010;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-14T21:00:00;29;38.2;28;94.36;0;0;;0;0;16.2;13;90;1011;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-14T22:00:00;29.2;34.1;24.2;74.35;0;0;;0;0;15.8;14.1;80;1011.2;34.9;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935099999,96935599999
surabaya;2024-05-14T23:00:00;29;39.7;29;100;0;0;;0;0;11.5;9.4;120;1011;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-15T00:00:00;28;35.6;28;100;0;0;;0;0;7.2;5.4;130;1011;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-15T01:00:00;28.1;33.3;25.5;85.92;0;0;;0;0;6.5;1.1;173;1010.6;31.5;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96933099999,96935099999,96935599999
surabaya;2024-05-15T02:00:00;26;26;26;100;0;0;;0;0;6.8;3.6;210;1010;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-15T03:00:00;25;25;25;100;0;0;;0;0;7.6;7.6;260;1010;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-15T04:00:00;25.4;25.4;24.9;97.49;0;0;;0;0;5.4;6.8;237;1010.2;34.9;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935099999,96935599999
surabaya;2024-05-15T05:00:00;25;25;25;100;0;0;;0;0;3.2;5.4;230;1010;27.4;8;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-15T06:00:00;25;25;25;100;0;0;;0;0;3.2;3.6;250;1011;27.4;5;8;0;0;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-15T07:00:00;26.8;29.8;24.5;87.6;0;0;;0;0;3.6;1.1;244;1012.2;38.5;8.9;125;0.5;1;10;Partially cloudy;partly-cloudy-day;WARR,96933099999,96935099999,96935599999
surabaya;2024-05-15T08:00:00;29;33.6;24;74.47;0;0;;0;0;7.2;5.4;90;1012;27.4;8;344;1.2;3;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-15T09:00:00;31;34.6;22;58.81;0;0;;0;0;6.8;9.4;110;1012;27.4;10;563;2;6;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-15T10:00:00;31.2;35.4;22.7;60.53;0;0;;0;0;6.8;12.3;113;1012.2;31.6;10;738;2.7;7;10;Partially cloudy;partly-cloudy-day;WARR,96935099999,96935599999
surabaya;2024-05-15T11:00:00;32;34.9;21;52.27;0;0;;0;0;7.2;11.2;70;1011;27.4;10;840;3;8;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-15T12:00:00;32;35.8;22;55.56;0;0;;0;0;7.2;13;60;1010;27.4;10;852;3.1;9;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-15T13:00:00;31.7;35.9;22.5;58.46;0;0;;0;0;6.8;13;90;1010.2;31.6;10;839;3;8;10;Partially cloudy;partly-cloudy-day;WARR,96935099999,96935599999
surabaya;2024-05-15T14:00:00;32;35.8;22;55.56;0;0;;0;0;7.9;20.5;70;1009;27.4;10;716;2.6;7;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-15T15:00:00;32;35.8;22;55.56;0;0;;0;0;8.6;20.5;80;1009;27.4;10;506;1.8;5;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-15T16:00:00;32.5;37.9;23.5;59.32;0;0;;0;0;9;10.1;130;1009.3;37.5;10;293;1.1;3;10;Partially cloudy;partly-cloudy-day;WARR,96933099999,96935099999,96935599999
surabaya;2024-05-15T17:00:00;31;35.5;23;62.5;0;0;;0;0;14.4;22.3;60;1009;27.4;10;107;0.4;1;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-15T18:00:00;30;33.3;22;62.28;0;0;;0;0;19.4;20.5;80;1010;27.4;10;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-15T19:00:00;29.8;33.7;22.9;66.58;0;0;;0;0;21.2;14.8;73;1010.3;31.6;9;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935099999,96935599999
surabaya;2024-05-15T20:00:00;28;30.5;21.9;69.49;0;0;;0;0;22.3;13;107.2;1011;92.9;24.1;0;0;0;10;Overcast;cloudy;remote
surabaya;2024-05-15T21:00:00;29;34.5;25;79.06;0;0;;0;0;21.6;16.6;90;1011;27.4;9;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-15T22:00:00;28.9;34.6;25.1;79.83;0;0;;0;0;19.4;8.8;140;1011.3;34.9;7.3;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935099999,96935599999
surabaya;2024-05-15T23:00:00;28;32.7;25;83.79;0;0;;0;0;15.8;7.6;160;1011;27.4;7;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-16T00:00:00;27;30.6;25;88.84;0;0;;0;0;13;5.4;170;1011;27.4;7;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-16T01:00:00;27.8;31.4;23.9;79.36;0;0;;0;0;6.5;2.3;260;1010.6;38.5;7.4;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96933099999,96935099999,96935599999
surabaya;2024-05-16T02:00:00;25;25;24;94.19;0;0;;0;0;6.8;5.4;250;1010;27.4;6;0;0;0;3;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-16T03:00:00;25;25;24;94.19;0;0;;0;0;7.9;7.6;230;1009;27.4;6;0;0;0;3;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-16T04:00:00;25.8;25.8;23.7;88.21;0;0;;0;0;6.5;2.6;240;1009.7;31.5;7.4;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96933099999,96935099999,96935599999
surabaya;2024-05-16T05:00:00;24;24;23;94.15;0;0;;0;0;5.8;7.6;260;1010;27.4;6;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
surabaya;2024-05-16T06:00:00;24;24;23;94.15;0;0;;0;0;4.7;7.6;240;1010;27.4;6;9;0;0;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-16T07:00:00;25.8;25.8;23.8;88.74;0;0;;0;0;2.5;3.6;260;1011.1;28.3;5;158;0.6;2;10;Partially cloudy;partly-cloudy-day;WARR,96935099999,96935599999
surabaya;2024-05-16T08:00:00;28;31.9;24;78.92;0;0;;0;0;5;1.8;123;1011;27.4;6;389;1.4;4;3;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-16T09:00:00;31;36.5;24;66.38;0;0;;0;0;10.1;3.6;92.9;1010;27.4;6;598;2.2;6;3;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-16T10:00:00;32.7;37.6;22.9;56.48;0;0;;0;0;12.2;10;90;1010.3;28.3;6;762;2.7;8;10;Partially cloudy;partly-cloudy-day;WARR,96935099999,96935599999
surabaya;2024-05-16T11:00:00;33;37;22;52.52;0;0;;0;0;12.6;11.2;80;1010;27.4;10;863;3.1;9;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-16T12:00:00;33;37;22;52.52;0;0;;0;0;12.6;16.6;80;1009;27.4;10;895;3.2;9;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-16T13:00:00;34.2;40;23.3;53.22;0;0;;0;0;11.2;10.1;123;1008.5;15.5;10.7;853;3.1;9;10;Clear;clear-day;WARR,96933099999,96935099999,96935599999
surabaya;2024-05-16T14:00:00;33;38.1;23;55.81;0;0;;0;0;9.7;16.6;90;1008;27.4;10;740;2.7;7;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-16T15:00:00;33;38.1;23;55.81;0;0;;0;0;9.4;14.8;90;1008;27.4;10;568;2;6;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-16T16:00:00;32.1;38.7;24.5;64.24;0;0;;0;0;9.7;16;90;1008.2;28.3;10;352;1.3;4;10;Partially cloudy;partly-cloudy-day;WARR,96935099999,96935599999
surabaya;2024-05-16T17:00:00;31;36.5;24;66.38;0;0;;0;0;9.7;13;50;1008;27.4;10;125;0.5;1;10;Partially cloudy;partly-cloudy-day;WARR,96935599999
surabaya;2024-05-16T18:00:00;30;35.1;24;70.29;0;0;;0;0;13.7;16.6;80;1009;27.4;10;0;0;0;10;Partially cloudy;partly-cloudy-night;WARR,96935599999
