ID Lokasi (Referensi Lokasi),Waktu dalam UTC,Suhu Udara (rata-rata) Minimum C,Suhu Udara (rata-rata) Maksimum %,Kelembapan Udara (rata-rata) Minimum %,Kelembapan Udara (rata-rata) Maksimum %,Kelembapan Udara dalam %,Suhu Udara dalam °C,Cuaca berupa kode cuaca,Arah Angin berupa CARD,Kecepatan Angin dalam km/jam
5008499,17/10/2024 20:00,,,,,75,23,1,W,4
5008499,17/10/2024 21:00,,,,,76,23,3,W,4
5008499,17/10/2024 22:00,,,,,77,22,1,SW,3
5008499,17/10/2024 23:00,,,,,73,24,1,SW,3
5008499,18/10/2024 00:00,,,,,61,27,1,SW,3
5008499,18/10/2024 03:00,,,,,41,33,0,SW,3
5008499,18/10/2024 06:00,,,,,31,36,1,W,4
5008499,18/10/2024 09:00,,,,,35,34,4,W,4
5008499,18/10/2024 12:00,24.0,36.0,31.0,79.0,60,29,4,N,10
5008499,18/10/2024 15:00,,,,,68,27,1,N,10
5008499,18/10/2024 18:00,,,,,76,25,3,W,4
5008499,18/10/2024 21:00,,,,,79,24,3,W,4
5008499,19/10/2024 00:00,,,,,66,28,1,SW,4
5008499,19/10/2024 03:00,,,,,46,33,1,SW,4
5008499,19/10/2024 06:00,,,,,35,36,4,SW,4
5008499,19/10/2024 09:00,,,,,55,31,4,W,4
5008499,19/10/2024 12:00,24.0,36.0,35.0,89.0,81,25,3,W,4
5008499,19/10/2024 15:00,,,,,89,25,1,W,4
5008499,19/10/2024 18:00,,,,,85,25,4,W,4
5008499,19/10/2024 21:00,,,,,88,24,4,SW,3
5008499,20/10/2024 00:00,,,,,75,27,4,SW,3
5008499,20/10/2024 03:00,,,,,50,33,1,SW,3
5008499,20/10/2024 06:00,,,,,56,32,4,SW,3
5008499,20/10/2024 09:00,,,,,79,27,60,W,4
5008499,20/10/2024 12:00,23.0,33.0,50.0,96.0,88,26,1,W,4
5008499,20/10/2024 15:00,,,,,88,26,1,W,4
5008499,20/10/2024 18:00,,,,,96,23,4,W,4
5008499,20/10/2024 21:00,,,,,96,23,4,SW,4
5008499,21/10/2024 00:00,,,,,79,27,1,SW,4
5008499,21/10/2024 03:00,,,,,79,27,1,SW,4
5008499,21/10/2024 06:00,,,,,44,34,1,SW,4
5008499,21/10/2024 09:00,,,,,44,34,1,NW,5
5008499,21/10/2024 12:00,24.0,34.0,44.0,97.0,84,26,60,NW,5
5008499,21/10/2024 15:00,,,,,84,26,60,NW,5
5008499,21/10/2024 18:00,,,,,97,24,3,NW,5
5008499,21/10/2024 21:00,,,,,97,24,3,SW,5
5008499,22/10/2024 00:00,,,,,76,27,1,SW,5
5008499,22/10/2024 06:00,,,,,40,35,1,SW,5
5008499,22/10/2024 12:00,25.0,35.0,40.0,93.0,70,28,4,NW,8
5008499,22/10/2024 18:00,,,,,93,25,3,NW,8
5008499,23/10/2024 00:00,,,,,79,27,0,SW,3
5008499,23/10/2024 06:00,,,,,43,35,1,SW,3
5008499,23/10/2024 12:00,24.0,35.0,43.0,98.0,90,26,1,NE,3
5008499,23/10/2024 18:00,,,,,98,24,0,NE,3
5008499,24/10/2024 00:00,,,,,80,26,1,S,2
5008499,24/10/2024 06:00,,,,,44,35,1,S,2
5008499,24/10/2024 12:00,24.0,35.0,44.0,83.0,82,27,60,NW,7
5008499,24/10/2024 18:00,,,,,83,24,0,NW,7
5008499,25/10/2024 00:00,,,,,72,26,1,NW,3
5008500,15/10/2024 00:00,,,,,75,27,4,SW,4
5008500,15/10/2024 01:00,,,,,63,29,4,SW,4
5008500,15/10/2024 02:00,,,,,56,31,4,W,1
5008500,15/10/2024 03:00,,,,,49,33,4,W,1
5008500,15/10/2024 04:00,,,,,44,34,4,W,1
5008500,15/10/2024 05:00,,,,,40,35,4,W,7
5008500,15/10/2024 06:00,,,,,37,35,4,W,7
5008500,15/10/2024 07:00,,,,,35,35,4,W,7
5008500,15/10/2024 08:00,,,,,36,34,4,SW,5
5008500,15/10/2024 09:00,,,,,35,34,4,SW,5
5008500,15/10/2024 10:00,,,,,40,33,4,SW,5
5008500,15/10/2024 11:00,,,,,41,30,3,N,10
5008500,15/10/2024 12:00,23.0,35.0,35.0,75.0,48,29,4,N,10
5008500,15/10/2024 13:00,,,,,52,28,3,N,10
5008500,15/10/2024 14:00,,,,,52,27,3,W,9
5008500,15/10/2024 15:00,,,,,50,26,3,W,9
5008500,15/10/2024 16:00,,,,,52,25,3,W,9
5008500,15/10/2024 17:00,,,,,54,24,4,W,8
5008500,15/10/2024 18:00,,,,,56,24,4,W,8
5008500,15/10/2024 19:00,,,,,58,24,3,W,8
5008500,15/10/2024 20:00,,,,,62,23,4,W,10
5008500,15/10/2024 21:00,,,,,65,23,4,W,10
5008500,15/10/2024 22:00,,,,,66,23,4,W,10
5008500,15/10/2024 23:00,,,,,66,24,4,SW,6
5008500,16/10/2024 00:00,,,,,56,26,4,SW,6
5008500,16/10/2024 01:00,,,,,44,29,4,SW,6
5008500,16/10/2024 02:00,,,,,38,31,0,W,2
5008500,16/10/2024 03:00,,,,,35,33,1,W,2
5008500,16/10/2024 04:00,,,,,32,35,1,W,2
5008500,16/10/2024 05:00,,,,,30,36,3,W,6
5008500,16/10/2024 06:00,,,,,29,36,3,W,6
5008500,16/10/2024 07:00,,,,,28,36,4,W,6
5008500,16/10/2024 08:00,,,,,29,35,4,S,3
5008500,16/10/2024 09:00,,,,,32,34,4,S,3
5008500,16/10/2024 10:00,,,,,40,31,4,S,3
5008500,16/10/2024 11:00,,,,,47,29,4,W,12
5008500,16/10/2024 12:00,22.0,36.0,28.0,83.0,55,28,4,W,12
5008500,16/10/2024 13:00,,,,,62,26,3,W,12
5008500,16/10/2024 14:00,,,,,66,26,3,W,6
5008500,16/10/2024 15:00,,,,,69,25,3,W,6
5008500,16/10/2024 16:00,,,,,73,24,1,W,6
5008500,16/10/2024 17:00,,,,,76,24,1,W,7
5008500,16/10/2024 18:00,,,,,78,23,1,W,7
5008500,16/10/2024 19:00,,,,,80,23,1,W,7
5008500,16/10/2024 20:00,,,,,81,23,3,SW,7
5008500,16/10/2024 21:00,,,,,82,23,3,SW,7
5008500,16/10/2024 22:00,,,,,83,22,4,SW,7
5008500,16/10/2024 23:00,,,,,79,23,4,SW,4
5008500,17/10/2024 00:00,,,,,65,26,4,SW,4
5008500,17/10/2024 01:00,,,,,53,29,4,SW,4
5008500,17/10/2024 02:00,,,,,44,31,4,SW,4
5008500,17/10/2024 03:00,,,,,38,33,3,SW,4
5008500,17/10/2024 04:00,,,,,34,34,1,SW,4
5008500,17/10/2024 05:00,,,,,32,35,1,SW,4
5008500,17/10/2024 06:00,,,,,30,36,1,SW,4
5008500,17/10/2024 07:00,,,,,31,35,1,SW,4
5008500,17/10/2024 08:00,,,,,34,34,1,SW,4
5008500,17/10/2024 09:00,,,,,38,33,1,SW,4
5008500,17/10/2024 10:00,,,,,45,31,0,W,11
5008500,17/10/2024 11:00,,,,,51,29,1,W,11
5008500,17/10/2024 12:00,22.0,36.0,30.0,77.0,56,27,1,W,11
5008500,17/10/2024 13:00,,,,,59,26,0,W,11
5008500,17/10/2024 14:00,,,,,62,26,0,W,11
5008500,17/10/2024 15:00,,,,,65,25,1,W,11
5008500,17/10/2024 16:00,,,,,68,24,1,W,4
5008500,17/10/2024 17:00,,,,,71,24,0,W,4
5008500,17/10/2024 18:00,,,,,72,23,0,W,4
5008500,17/10/2024 19:00,,,,,73,23,1,W,4
5008500,17/10/2024 20:00,,,,,74,23,1,W,4
5008500,17/10/2024 21:00,,,,,75,23,3,W,4
5008500,17/10/2024 22:00,,,,,77,22,1,SW,3
5008500,17/10/2024 23:00,,,,,73,24,1,SW,3
5008500,18/10/2024 00:00,,,,,62,26,1,SW,3
5008500,18/10/2024 03:00,,,,,42,32,0,SW,3
5008500,18/10/2024 06:00,,,,,32,35,1,W,4
5008500,18/10/2024 09:00,,,,,32,35,4,W,4
5008500,18/10/2024 12:00,24.0,35.0,32.0,80.0,59,29,4,N,10
5008500,18/10/2024 15:00,,,,,69,27,1,N,10
5008500,18/10/2024 18:00,,,,,77,25,3,W,4
5008500,18/10/2024 21:00,,,,,80,24,3,W,4
5008500,19/10/2024 00:00,,,,,67,27,1,SW,4
5008500,19/10/2024 03:00,,,,,47,33,1,SW,4
5008500,19/10/2024 06:00,,,,,37,36,4,SW,4
5008500,19/10/2024 09:00,,,,,60,30,4,W,4
5008500,19/10/2024 12:00,24.0,36.0,37.0,91.0,86,25,3,W,4
5008500,19/10/2024 15:00,,,,,91,25,3,W,4
5008500,19/10/2024 18:00,,,,,84,25,4,W,4
5008500,19/10/2024 21:00,,,,,88,24,4,SW,3
5008500,20/10/2024 00:00,,,,,75,27,4,SW,3
5008500,20/10/2024 03:00,,,,,51,33,1,SW,3
5008500,20/10/2024 06:00,,,,,54,32,4,SW,3
5008500,20/10/2024 09:00,,,,,79,27,60,W,4
5008500,20/10/2024 12:00,23.0,33.0,51.0,96.0,89,25,1,W,4
5008500,20/10/2024 15:00,,,,,89,25,1,W,4
5008500,20/10/2024 18:00,,,,,96,23,4,W,4
5008500,20/10/2024 21:00,,,,,96,23,4,SW,4
5008500,21/10/2024 00:00,,,,,80,26,1,SW,4
5008500,21/10/2024 03:00,,,,,80,26,1,SW,4
5008500,21/10/2024 06:00,,,,,44,34,1,SW,4
5008500,21/10/2024 09:00,,,,,44,34,60,NW,5
5008500,21/10/2024 12:00,24.0,34.0,44.0,95.0,85,26,60,NW,5
5008500,21/10/2024 15:00,,,,,85,26,1,NW,5
5008500,21/10/2024 18:00,,,,,95,24,3,NW,5
5008500,21/10/2024 21:00,,,,,95,24,3,SW,5
5008500,22/10/2024 00:00,,,,,77,27,1,SW,5
5008500,22/10/2024 06:00,,,,,41,35,1,SW,5
5008500,22/10/2024 12:00,24.0,35.0,41.0,93.0,73,27,4,NW,8
5008500,22/10/2024 18:00,,,,,93,24,3,NW,8
5008500,23/10/2024 00:00,,,,,80,26,0,SW,3
5008500,23/10/2024 06:00,,,,,44,34,1,SW,3
5008500,23/10/2024 12:00,24.0,34.0,44.0,98.0,94,25,1,NE,3
5008500,23/10/2024 18:00,,,,,98,24,0,NE,3
5008500,24/10/2024 00:00,,,,,81,26,1,S,2
5008500,24/10/2024 06:00,,,,,45,34,1,S,2
5008500,24/10/2024 12:00,24.0,34.0,45.0,84.0,84,26,60,NW,7
5008500,24/10/2024 18:00,,,,,84,24,0,NW,7
5008500,25/10/2024 00:00,,,,,72,26,1,NW,3
5008501,15/10/2024 00:00,,,,,75,26,4,E,1
5008501,15/10/2024 01:00,,,,,68,28,4,E,1
5008501,15/10/2024 02:00,,,,,62,29,4,N,4
5008501,15/10/2024 03:00,,,,,56,31,4,N,4
5008501,15/10/2024 04:00,,,,,50,32,4,N,4
5008501,15/10/2024 05:00,,,,,46,32,4,NW,0
5008501,15/10/2024 06:00,,,,,41,33,60,NW,0
5008501,15/10/2024 07:00,,,,,40,33,4,NW,0
5008501,15/10/2024 08:00,,,,,44,32,4,NW,6
5008501,15/10/2024 09:00,,,,,45,31,4,NW,6
5008501,15/10/2024 10:00,,,,,49,30,3,NW,6
5008501,15/10/2024 11:00,,,,,50,28,1,NE,2
5008501,15/10/2024 12:00,23.0,33.0,40.0,75.0,48,28,1,NE,2
5008501,15/10/2024 13:00,,,,,57,27,3,NE,2
5008501,15/10/2024 14:00,,,,,60,26,3,S,4
5008501,15/10/2024 15:00,,,,,62,25,4,S,4
5008501,15/10/2024 16:00,,,,,61,25,4,S,4
5008501,15/10/2024 17:00,,,,,58,24,4,SW,5
5008501,15/10/2024 18:00,,,,,54,24,4,SW,5
5008501,15/10/2024 19:00,,,,,51,23,4,SW,5
5008501,15/10/2024 20:00,,,,,51,23,4,SW,3
5008501,15/10/2024 21:00,,,,,49,24,4,SW,3
5008501,15/10/2024 22:00,,,,,47,24,4,SW,3
5008501,15/10/2024 23:00,,,,,55,24,4,NE,4
5008501,16/10/2024 00:00,,,,,49,26,4,NE,4
5008501,16/10/2024 01:00,,,,,44,28,4,NE,4
5008501,16/10/2024 02:00,,,,,39,30,0,N,6
5008501,16/10/2024 03:00,,,,,35,32,1,N,6
5008501,16/10/2024 04:00,,,,,33,33,1,N,6
5008501,16/10/2024 05:00,,,,,32,34,3,NW,6
5008501,16/10/2024 06:00,,,,,31,34,60,NW,6
5008501,16/10/2024 07:00,,,,,30,34,3,NW,6
5008501,16/10/2024 08:00,,,,,32,33,4,NW,10
5008501,16/10/2024 09:00,,,,,37,31,4,NW,10
5008501,16/10/2024 10:00,,,,,42,30,4,NW,10
5008501,16/10/2024 11:00,,,,,54,28,4,SW,4
5008501,16/10/2024 12:00,22.0,34.0,30.0,71.0,56,27,4,SW,4
5008501,16/10/2024 13:00,,,,,58,26,3,SW,4
5008501,16/10/2024 14:00,,,,,57,25,3,S,2
5008501,16/10/2024 15:00,,,,,60,24,3,S,2
5008501,16/10/2024 16:00,,,,,62,24,1,S,2
5008501,16/10/2024 17:00,,,,,63,23,1,SW,3
5008501,16/10/2024 18:00,,,,,66,23,0,SW,3
5008501,16/10/2024 19:00,,,,,66,23,1,SW,3
5008501,16/10/2024 20:00,,,,,66,23,3,SW,2
5008501,16/10/2024 21:00,,,,,65,23,4,SW,2
5008501,16/10/2024 22:00,,,,,71,22,4,SW,2
5008501,16/10/2024 23:00,,,,,65,24,4,NE,2
5008501,17/10/2024 00:00,,,,,58,26,4,NE,2
5008501,17/10/2024 01:00,,,,,51,28,4,NE,2
5008501,17/10/2024 02:00,,,,,44,30,4,NE,2
5008501,17/10/2024 03:00,,,,,40,31,4,NE,2
5008501,17/10/2024 04:00,,,,,36,32,3,W,10
5008501,17/10/2024 05:00,,,,,33,33,1,W,10
5008501,17/10/2024 06:00,,,,,30,34,1,W,10
5008501,17/10/2024 07:00,,,,,30,34,1,W,10
5008501,17/10/2024 08:00,,,,,33,33,1,W,10
5008501,17/10/2024 09:00,,,,,38,31,0,W,10
5008501,17/10/2024 10:00,,,,,44,30,0,SW,3
5008501,17/10/2024 11:00,,,,,55,28,1,SW,3
5008501,17/10/2024 12:00,22.0,34.0,30.0,71.0,59,26,1,SW,3
5008501,17/10/2024 13:00,,,,,61,26,1,SW,3
5008501,17/10/2024 14:00,,,,,62,25,1,SW,3
5008501,17/10/2024 15:00,,,,,62,25,1,SW,3
5008501,17/10/2024 16:00,,,,,64,24,1,S,5
5008501,17/10/2024 17:00,,,,,64,24,1,S,5
5008501,17/10/2024 18:00,,,,,68,23,1,S,5
5008501,17/10/2024 19:00,,,,,69,22,1,S,5
5008501,17/10/2024 20:00,,,,,65,23,1,S,5
5008501,17/10/2024 21:00,,,,,69,22,1,S,5
5008501,17/10/2024 22:00,,,,,71,22,1,NE,1
5008501,17/10/2024 23:00,,,,,67,24,1,NE,1
5008501,18/10/2024 00:00,,,,,59,26,1,NE,1
5008501,18/10/2024 03:00,,,,,43,31,0,NE,1
5008501,18/10/2024 06:00,,,,,34,34,1,NW,9
5008501,18/10/2024 09:00,,,,,36,32,4,NW,9
5008501,18/10/2024 12:00,23.0,34.0,34.0,76.0,59,27,3,E,3
5008501,18/10/2024 15:00,,,,,74,25,1,E,3
5008501,18/10/2024 18:00,,,,,75,24,1,S,2
5008501,18/10/2024 21:00,,,,,76,23,3,S,2
5008501,19/10/2024 00:00,,,,,61,27,1,N,2
5008501,19/10/2024 03:00,,,,,47,32,1,N,2
5008501,19/10/2024 06:00,,,,,36,34,4,N,2
5008501,19/10/2024 09:00,,,,,42,31,4,NE,1
5008501,19/10/2024 12:00,23.0,34.0,36.0,82.0,67,26,3,NE,1
5008501,19/10/2024 15:00,,,,,77,24,3,NE,1
5008501,19/10/2024 18:00,,,,,81,24,4,NE,1
5008501,19/10/2024 21:00,,,,,82,23,3,N,5
5008501,20/10/2024 00:00,,,,,73,26,1,N,5
5008501,20/10/2024 03:00,,,,,53,31,3,N,5
5008501,20/10/2024 06:00,,,,,59,29,60,N,5
5008501,20/10/2024 09:00,,,,,66,27,3,S,2
5008501,20/10/2024 12:00,23.0,31.0,53.0,84.0,82,25,1,S,2
5008501,20/10/2024 15:00,,,,,82,25,1,S,2
5008501,20/10/2024 18:00,,,,,84,23,4,S,2
5008501,20/10/2024 21:00,,,,,84,23,4,NW,4
5008501,21/10/2024 00:00,,,,,69,26,1,NW,4
5008501,21/10/2024 03:00,,,,,69,26,1,NW,4
5008501,21/10/2024 06:00,,,,,47,32,1,NW,4
5008501,21/10/2024 09:00,,,,,47,32,1,S,2
5008501,21/10/2024 12:00,23.0,32.0,47.0,86.0,86,24,1,S,2
5008501,21/10/2024 15:00,,,,,86,24,1,S,2
5008501,21/10/2024 18:00,,,,,83,23,3,S,2
5008501,21/10/2024 21:00,,,,,83,23,3,W,2
5008501,22/10/2024 00:00,,,,,71,26,1,W,2
5008501,22/10/2024 06:00,,,,,62,29,3,W,2
5008501,22/10/2024 12:00,23.0,29.0,62.0,87.0,79,26,3,SE,2
5008501,22/10/2024 18:00,,,,,87,23,3,SE,2
5008501,23/10/2024 00:00,,,,,74,26,1,N,1
5008501,23/10/2024 06:00,,,,,66,29,3,N,1
5008501,23/10/2024 12:00,22.0,29.0,66.0,89.0,89,24,1,S,2
5008501,23/10/2024 18:00,,,,,87,22,45,S,2
5008501,24/10/2024 00:00,,,,,75,26,1,E,2
5008501,24/10/2024 06:00,,,,,49,33,1,E,2
5008501,24/10/2024 12:00,22.0,33.0,49.0,84.0,82,25,60,S,2
5008501,24/10/2024 18:00,,,,,84,22,0,S,2
5008501,25/10/2024 00:00,,,,,72,25,3,NW,3
5008502,15/10/2024 00:00,,,,,70,28,4,SE,2
5008502,15/10/2024 01:00,,,,,60,30,4,SE,2
5008502,15/10/2024 02:00,,,,,52,32,4,SW,2
5008502,15/10/2024 03:00,,,,,45,34,4,SW,2
5008502,15/10/2024 04:00,,,,,39,35,4,SW,2
5008502,15/10/2024 05:00,,,,,35,36,4,S,7
5008502,15/10/2024 06:00,,,,,33,37,4,S,7
5008502,15/10/2024 07:00,,,,,33,36,4,S,7
5008502,15/10/2024 08:00,,,,,36,35,4,SW,12
5008502,15/10/2024 09:00,,,,,36,34,4,SW,12
5008502,15/10/2024 10:00,,,,,39,33,4,SW,12
5008502,15/10/2024 11:00,,,,,44,31,1,NW,8
5008502,15/10/2024 12:00,24.0,37.0,33.0,70.0,47,30,3,NW,8
5008502,15/10/2024 13:00,,,,,57,29,3,NW,8
5008502,15/10/2024 14:00,,,,,58,28,3,W,5
5008502,15/10/2024 15:00,,,,,55,27,4,W,5
5008502,15/10/2024 16:00,,,,,52,26,3,W,5
5008502,15/10/2024 17:00,,,,,52,25,4,W,7
5008502,15/10/2024 18:00,,,,,53,25,4,W,7
5008502,15/10/2024 19:00,,,,,53,25,4,W,7
5008502,15/10/2024 20:00,,,,,55,24,4,W,6
5008502,15/10/2024 21:00,,,,,57,24,4,W,6
5008502,15/10/2024 22:00,,,,,58,24,4,W,6
5008502,15/10/2024 23:00,,,,,56,25,4,S,1
5008502,16/10/2024 00:00,,,,,47,27,4,S,1
5008502,16/10/2024 01:00,,,,,39,30,4,S,1
5008502,16/10/2024 02:00,,,,,35,33,0,NW,2
5008502,16/10/2024 03:00,,,,,31,35,1,NW,2
5008502,16/10/2024 04:00,,,,,28,36,1,NW,2
5008502,16/10/2024 05:00,,,,,27,37,1,SW,4
5008502,16/10/2024 06:00,,,,,25,38,3,SW,4
5008502,16/10/2024 07:00,,,,,25,37,4,SW,4
5008502,16/10/2024 08:00,,,,,27,36,4,NE,2
5008502,16/10/2024 09:00,,,,,31,34,4,NE,2
5008502,16/10/2024 10:00,,,,,35,33,4,NE,2
5008502,16/10/2024 11:00,,,,,43,31,4,W,8
5008502,16/10/2024 12:00,23.0,38.0,25.0,81.0,49,29,4,W,8
5008502,16/10/2024 13:00,,,,,54,28,3,W,8
5008502,16/10/2024 14:00,,,,,58,27,3,SW,5
5008502,16/10/2024 15:00,,,,,63,26,3,SW,5
5008502,16/10/2024 16:00,,,,,65,26,1,SW,5
5008502,16/10/2024 17:00,,,,,67,25,1,NW,2
5008502,16/10/2024 18:00,,,,,70,25,0,NW,2
5008502,16/10/2024 19:00,,,,,74,24,0,NW,2
5008502,16/10/2024 20:00,,,,,78,23,3,W,5
5008502,16/10/2024 21:00,,,,,80,23,4,W,5
5008502,16/10/2024 22:00,,,,,81,23,4,W,5
5008502,16/10/2024 23:00,,,,,73,24,4,W,0
5008502,17/10/2024 00:00,,,,,59,27,4,W,0
5008502,17/10/2024 01:00,,,,,48,30,4,W,0
5008502,17/10/2024 02:00,,,,,40,32,4,W,0
5008502,17/10/2024 03:00,,,,,34,34,4,W,0
5008502,17/10/2024 04:00,,,,,30,35,3,W,10
5008502,17/10/2024 05:00,,,,,28,36,1,W,10
5008502,17/10/2024 06:00,,,,,27,37,1,W,10
5008502,17/10/2024 07:00,,,,,27,37,1,W,10
5008502,17/10/2024 08:00,,,,,29,36,1,W,10
5008502,17/10/2024 09:00,,,,,34,34,1,W,10
5008502,17/10/2024 10:00,,,,,41,32,0,W,7
5008502,17/10/2024 11:00,,,,,46,30,1,W,7
5008502,17/10/2024 12:00,23.0,37.0,27.0,73.0,50,29,1,W,7
5008502,17/10/2024 13:00,,,,,54,28,1,W,7
5008502,17/10/2024 14:00,,,,,57,27,0,W,7
5008502,17/10/2024 15:00,,,,,59,26,1,W,7
5008502,17/10/2024 16:00,,,,,62,26,1,W,4
5008502,17/10/2024 17:00,,,,,64,25,1,W,4
5008502,17/10/2024 18:00,,,,,67,25,0,W,4
5008502,17/10/2024 19:00,,,,,70,24,1,W,4
5008502,17/10/2024 20:00,,,,,71,24,1,W,4
5008502,17/10/2024 21:00,,,,,72,24,1,W,4
5008502,17/10/2024 22:00,,,,,73,23,1,W,1
5008502,17/10/2024 23:00,,,,,70,24,1,W,1
5008502,18/10/2024 00:00,,,,,58,27,1,W,1
5008502,18/10/2024 03:00,,,,,37,34,0,W,1
5008502,18/10/2024 06:00,,,,,28,37,1,NW,5
5008502,18/10/2024 09:00,,,,,32,35,4,NW,5
5008502,18/10/2024 12:00,24.0,37.0,28.0,77.0,53,30,4,NE,7
5008502,18/10/2024 15:00,,,,,67,28,0,NE,7
5008502,18/10/2024 18:00,,,,,73,26,3,SW,6
5008502,18/10/2024 21:00,,,,,77,24,3,SW,6
5008502,19/10/2024 00:00,,,,,60,28,1,W,3
5008502,19/10/2024 03:00,,,,,42,34,1,W,3
5008502,19/10/2024 06:00,,,,,32,37,4,W,3
5008502,19/10/2024 09:00,,,,,45,33,4,W,5
5008502,19/10/2024 12:00,25.0,37.0,32.0,85.0,68,27,3,W,5
5008502,19/10/2024 15:00,,,,,80,26,1,W,5
5008502,19/10/2024 18:00,,,,,83,26,4,W,5
5008502,19/10/2024 21:00,,,,,85,25,3,NW,3
5008502,20/10/2024 00:00,,,,,73,27,3,NW,3
5008502,20/10/2024 03:00,,,,,46,34,1,NW,3
5008502,20/10/2024 06:00,,,,,57,31,4,NW,3
5008502,20/10/2024 09:00,,,,,71,29,60,W,4
5008502,20/10/2024 12:00,24.0,34.0,46.0,92.0,81,26,1,W,4
5008502,20/10/2024 15:00,,,,,81,26,1,W,4
5008502,20/10/2024 18:00,,,,,92,24,4,W,4
5008502,20/10/2024 21:00,,,,,92,24,4,W,5
5008502,21/10/2024 00:00,,,,,72,28,1,W,5
5008502,21/10/2024 03:00,,,,,72,28,1,W,5
5008502,21/10/2024 06:00,,,,,39,35,1,W,5
5008502,21/10/2024 09:00,,,,,39,35,1,W,2
5008502,21/10/2024 12:00,24.0,35.0,39.0,91.0,82,26,60,W,2
5008502,21/10/2024 15:00,,,,,82,26,1,W,2
5008502,21/10/2024 18:00,,,,,91,24,3,W,2
5008502,21/10/2024 21:00,,,,,91,24,3,W,6
5008502,22/10/2024 00:00,,,,,71,28,1,W,6
5008502,22/10/2024 06:00,,,,,42,34,1,W,6
5008502,22/10/2024 12:00,25.0,34.0,42.0,88.0,72,28,3,N,1
5008502,22/10/2024 18:00,,,,,88,25,3,N,1
5008502,23/10/2024 00:00,,,,,72,27,0,W,2
5008502,23/10/2024 06:00,,,,,43,35,1,W,2
5008502,23/10/2024 12:00,24.0,35.0,43.0,93.0,84,27,1,NW,0
5008502,23/10/2024 18:00,,,,,93,24,1,NW,0
5008502,24/10/2024 00:00,,,,,73,27,1,SW,0
5008502,24/10/2024 06:00,,,,,40,36,1,SW,0
5008502,24/10/2024 12:00,24.0,36.0,40.0,82.0,76,28,60,W,4
5008502,24/10/2024 18:00,,,,,82,24,0,W,4
5008502,25/10/2024 00:00,,,,,71,26,3,NW,3
5008503,15/10/2024 00:00,,,,,70,27,4,E,3
5008503,15/10/2024 01:00,,,,,60,30,4,E,3
5008503,15/10/2024 02:00,,,,,51,32,4,S,1
5008503,15/10/2024 03:00,,,,,44,33,4,S,1
5008503,15/10/2024 04:00,,,,,38,35,4,S,1
5008503,15/10/2024 05:00,,,,,34,36,4,SE,6
5008503,15/10/2024 06:00,,,,,32,36,4,SE,6
5008503,15/10/2024 07:00,,,,,33,35,4,SE,6
5008503,15/10/2024 08:00,,,,,35,34,4,SE,4
5008503,15/10/2024 09:00,,,,,36,33,4,SE,4
5008503,15/10/2024 10:00,,,,,40,32,4,SE,4
5008503,15/10/2024 11:00,,,,,44,30,1,NW,5
5008503,15/10/2024 12:00,24.0,36.0,32.0,70.0,43,30,3,NW,5
5008503,15/10/2024 13:00,,,,,58,28,3,NW,5
5008503,15/10/2024 14:00,,,,,63,27,3,SW,6
5008503,15/10/2024 15:00,,,,,59,27,3,SW,6
5008503,15/10/2024 16:00,,,,,56,27,4,SW,6
5008503,15/10/2024 17:00,,,,,55,26,4,NW,7
5008503,15/10/2024 18:00,,,,,55,25,4,NW,7
5008503,15/10/2024 19:00,,,,,54,24,4,NW,7
5008503,15/10/2024 20:00,,,,,53,24,4,W,3
5008503,15/10/2024 21:00,,,,,54,24,4,W,3
5008503,15/10/2024 22:00,,,,,56,24,4,W,3
5008503,15/10/2024 23:00,,,,,56,25,4,E,1
5008503,16/10/2024 00:00,,,,,47,27,4,E,1
5008503,16/10/2024 01:00,,,,,40,30,4,E,1
5008503,16/10/2024 02:00,,,,,34,32,0,E,1
5008503,16/10/2024 03:00,,,,,29,34,1,E,1
5008503,16/10/2024 04:00,,,,,27,35,1,E,1
5008503,16/10/2024 05:00,,,,,26,36,1,E,10
5008503,16/10/2024 06:00,,,,,25,36,3,E,10
5008503,16/10/2024 07:00,,,,,25,36,3,E,10
5008503,16/10/2024 08:00,,,,,28,35,4,NE,11
5008503,16/10/2024 09:00,,,,,32,34,4,NE,11
5008503,16/10/2024 10:00,,,,,36,32,4,NE,11
5008503,16/10/2024 11:00,,,,,45,30,4,NW,6
5008503,16/10/2024 12:00,23.0,36.0,25.0,74.0,49,28,4,NW,6
5008503,16/10/2024 13:00,,,,,53,28,3,NW,6
5008503,16/10/2024 14:00,,,,,56,27,3,N,1
5008503,16/10/2024 15:00,,,,,61,26,1,N,1
5008503,16/10/2024 16:00,,,,,64,25,1,N,1
5008503,16/10/2024 17:00,,,,,64,25,1,SE,3
5008503,16/10/2024 18:00,,,,,66,24,0,SE,3
5008503,16/10/2024 19:00,,,,,67,24,0,SE,3
5008503,16/10/2024 20:00,,,,,68,24,3,NW,1
5008503,16/10/2024 21:00,,,,,71,23,4,NW,1
5008503,16/10/2024 22:00,,,,,74,23,4,NW,1
5008503,16/10/2024 23:00,,,,,68,24,4,E,2
5008503,17/10/2024 00:00,,,,,56,27,4,E,2
5008503,17/10/2024 01:00,,,,,48,30,4,E,2
5008503,17/10/2024 02:00,,,,,40,32,4,E,2
5008503,17/10/2024 03:00,,,,,35,34,4,E,2
