ID Lokasi (Referensi Lokasi),Waktu dalam UTC,Suhu Udara (rata-rata) Minimum C,Suhu Udara (rata-rata) Maksimum %,Kelembapan Udara (rata-rata) Minimum %,Kelembapan Udara (rata-rata) Maksimum %,Kelembapan Udara dalam %,Suhu Udara dalam °C,Cuaca berupa kode cuaca,Arah Angin berupa CARD,Kecepatan Angin dalam km/jam
5008272,18/10/2024 12:00,23.0,35.0,35.0,82.0,60,28,3,NW,2
5008272,18/10/2024 15:00,,,,,72,26,0,NW,2
5008272,18/10/2024 18:00,,,,,78,24,1,SW,3
5008272,18/10/2024 21:00,,,,,82,23,3,SW,3
5008272,19/10/2024 00:00,,,,,67,27,1,SW,5
5008272,19/10/2024 03:00,,,,,48,33,3,SW,5
5008272,19/10/2024 06:00,,,,,40,35,1,SW,5
5008272,19/10/2024 09:00,,,,,95,25,60,S,4
5008272,19/10/2024 12:00,23.0,35.0,40.0,95.0,90,25,60,S,4
5008272,19/10/2024 15:00,,,,,91,25,4,S,4
5008272,19/10/2024 18:00,,,,,88,24,4,S,4
5008272,19/10/2024 21:00,,,,,91,23,4,W,3
5008272,20/10/2024 00:00,,,,,82,26,3,W,3
5008272,20/10/2024 03:00,,,,,57,31,1,W,3
5008272,20/10/2024 06:00,,,,,50,32,1,W,3
5008272,20/10/2024 09:00,,,,,76,27,4,NW,3
5008272,20/10/2024 12:00,23.0,32.0,50.0,96.0,90,25,1,NW,3
5008272,20/10/2024 15:00,,,,,90,25,1,NW,3
5008272,20/10/2024 18:00,,,,,96,23,4,NW,3
5008272,20/10/2024 21:00,,,,,96,23,4,SW,5
5008272,21/10/2024 00:00,,,,,77,27,1,SW,5
5008272,21/10/2024 03:00,,,,,77,27,1,SW,5
5008272,21/10/2024 06:00,,,,,45,34,1,SW,5
5008272,21/10/2024 09:00,,,,,45,34,60,N,3
5008272,21/10/2024 12:00,24.0,34.0,45.0,91.0,89,26,60,N,3
5008272,21/10/2024 15:00,,,,,89,26,1,N,3
5008272,21/10/2024 18:00,,,,,91,24,1,N,3
5008272,21/10/2024 21:00,,,,,91,24,1,W,5
5008272,22/10/2024 00:00,,,,,78,26,1,W,5
5008272,22/10/2024 06:00,,,,,51,33,1,W,5
5008272,22/10/2024 12:00,24.0,33.0,51.0,93.0,79,27,3,SW,7
5008272,22/10/2024 18:00,,,,,93,24,0,SW,7
5008272,23/10/2024 00:00,,,,,82,26,0,NW,2
5008272,23/10/2024 06:00,,,,,52,33,1,NW,2
5008272,23/10/2024 12:00,23.0,33.0,52.0,95.0,88,26,1,E,3
5008272,23/10/2024 18:00,,,,,95,23,0,E,3
5008272,24/10/2024 00:00,,,,,82,26,1,NW,2
5008272,24/10/2024 06:00,,,,,49,33,1,NW,2
5008272,24/10/2024 12:00,23.0,33.0,49.0,90.0,90,26,60,NW,4
5008272,24/10/2024 18:00,,,,,86,23,1,NW,4
5008272,25/10/2024 00:00,,,,,71,26,3,S,9
5008273,15/10/2024 00:00,,,,,72,27,4,S,19
5008273,15/10/2024 01:00,,,,,60,29,4,S,19
5008273,15/10/2024 02:00,,,,,54,31,4,S,6
5008273,15/10/2024 03:00,,,,,49,32,4,S,6
5008273,15/10/2024 04:00,,,,,44,34,4,S,6
5008273,15/10/2024 05:00,,,,,42,34,4,SE,4
5008273,15/10/2024 06:00,,,,,39,35,4,SE,4
5008273,15/10/2024 07:00,,,,,38,35,4,SE,4
5008273,15/10/2024 08:00,,,,,39,34,4,S,8
5008273,15/10/2024 09:00,,,,,36,34,4,S,8
5008273,15/10/2024 10:00,,,,,33,32,4,S,8
5008273,15/10/2024 11:00,,,,,34,30,4,S,20
5008273,15/10/2024 12:00,24.0,35.0,33.0,72.0,40,28,4,S,20
5008273,15/10/2024 13:00,,,,,45,27,4,S,20
5008273,15/10/2024 14:00,,,,,49,26,4,SW,11
5008273,15/10/2024 15:00,,,,,51,26,4,SW,11
5008273,15/10/2024 16:00,,,,,53,25,3,SW,11
5008273,15/10/2024 17:00,,,,,54,25,4,SW,12
5008273,15/10/2024 18:00,,,,,57,24,4,SW,12
5008273,15/10/2024 19:00,,,,,61,24,3,SW,12
5008273,15/10/2024 20:00,,,,,64,24,3,SW,15
5008273,15/10/2024 21:00,,,,,66,24,4,SW,15
5008273,15/10/2024 22:00,,,,,68,24,4,SW,15
5008273,15/10/2024 23:00,,,,,67,24,4,S,17
5008273,16/10/2024 00:00,,,,,60,26,4,S,17
5008273,16/10/2024 01:00,,,,,47,29,4,S,17
5008273,16/10/2024 02:00,,,,,40,31,0,S,9
5008273,16/10/2024 03:00,,,,,36,33,1,S,9
5008273,16/10/2024 04:00,,,,,33,34,1,S,9
5008273,16/10/2024 05:00,,,,,31,35,3,S,12
5008273,16/10/2024 06:00,,,,,30,36,3,S,12
5008273,16/10/2024 07:00,,,,,31,35,3,S,12
5008273,16/10/2024 08:00,,,,,35,33,4,S,29
5008273,16/10/2024 09:00,,,,,41,31,4,S,29
5008273,16/10/2024 10:00,,,,,47,29,4,S,29
5008273,16/10/2024 11:00,,,,,53,28,4,S,28
5008273,16/10/2024 12:00,23.0,36.0,30.0,78.0,61,26,4,S,28
5008273,16/10/2024 13:00,,,,,65,26,4,S,28
5008273,16/10/2024 14:00,,,,,67,25,3,SW,23
5008273,16/10/2024 15:00,,,,,70,25,1,SW,23
5008273,16/10/2024 16:00,,,,,73,24,1,SW,23
5008273,16/10/2024 17:00,,,,,75,24,1,SW,19
5008273,16/10/2024 18:00,,,,,77,24,1,SW,19
5008273,16/10/2024 19:00,,,,,78,24,1,SW,19
5008273,16/10/2024 20:00,,,,,78,23,3,SW,20
5008273,16/10/2024 21:00,,,,,78,23,3,SW,20
5008273,16/10/2024 22:00,,,,,78,23,4,SW,20
5008273,16/10/2024 23:00,,,,,74,24,4,S,17
5008273,17/10/2024 00:00,,,,,62,26,4,S,17
5008273,17/10/2024 01:00,,,,,50,29,4,S,17
5008273,17/10/2024 02:00,,,,,43,31,4,S,17
5008273,17/10/2024 03:00,,,,,38,33,3,S,17
5008273,17/10/2024 04:00,,,,,34,34,1,SW,15
5008273,17/10/2024 05:00,,,,,32,35,0,SW,15
5008273,17/10/2024 06:00,,,,,31,36,1,SW,15
5008273,17/10/2024 07:00,,,,,34,34,1,SW,15
5008273,17/10/2024 08:00,,,,,38,33,0,SW,15
5008273,17/10/2024 09:00,,,,,42,31,0,SW,15
5008273,17/10/2024 10:00,,,,,48,30,0,S,26
5008273,17/10/2024 11:00,,,,,53,28,1,S,26
5008273,17/10/2024 12:00,23.0,36.0,31.0,73.0,58,27,1,S,26
5008273,17/10/2024 13:00,,,,,61,26,1,S,26
5008273,17/10/2024 14:00,,,,,63,25,0,S,26
5008273,17/10/2024 15:00,,,,,64,25,1,S,26
5008273,17/10/2024 16:00,,,,,66,25,1,SW,16
5008273,17/10/2024 17:00,,,,,67,24,1,SW,16
5008273,17/10/2024 18:00,,,,,68,24,1,SW,16
5008273,17/10/2024 19:00,,,,,69,24,1,SW,16
5008273,17/10/2024 20:00,,,,,70,24,1,SW,16
5008273,17/10/2024 21:00,,,,,71,23,1,SW,16
5008273,17/10/2024 22:00,,,,,73,23,1,S,14
5008273,17/10/2024 23:00,,,,,71,24,3,S,14
5008273,18/10/2024 00:00,,,,,61,26,3,S,14
5008273,18/10/2024 03:00,,,,,42,33,1,S,14
5008273,18/10/2024 06:00,,,,,29,36,3,SE,2
5008273,18/10/2024 09:00,,,,,35,34,4,SE,2
5008273,18/10/2024 12:00,24.0,36.0,29.0,76.0,59,28,4,SW,10
5008273,18/10/2024 15:00,,,,,70,25,1,SW,10
5008273,18/10/2024 18:00,,,,,74,25,1,SW,9
5008273,18/10/2024 21:00,,,,,76,24,3,SW,9
5008273,19/10/2024 00:00,,,,,66,27,1,S,8
5008273,19/10/2024 03:00,,,,,48,33,1,S,8
5008273,19/10/2024 06:00,,,,,39,35,3,S,8
5008273,19/10/2024 09:00,,,,,59,30,4,S,2
5008273,19/10/2024 12:00,24.0,35.0,39.0,88.0,88,25,3,S,2
5008273,19/10/2024 15:00,,,,,83,25,1,S,2
5008273,19/10/2024 18:00,,,,,84,25,4,S,2
5008273,19/10/2024 21:00,,,,,87,24,4,S,10
5008273,20/10/2024 00:00,,,,,71,27,4,S,10
5008273,20/10/2024 03:00,,,,,52,32,3,S,10
5008273,20/10/2024 06:00,,,,,42,34,4,S,10
5008273,20/10/2024 09:00,,,,,77,27,60,SW,7
5008273,20/10/2024 12:00,24.0,34.0,42.0,92.0,83,26,1,SW,7
5008273,20/10/2024 15:00,,,,,83,26,1,SW,7
5008273,20/10/2024 18:00,,,,,92,24,4,SW,7
5008273,20/10/2024 21:00,,,,,92,24,4,SW,8
5008273,21/10/2024 00:00,,,,,78,26,3,SW,8
5008273,21/10/2024 03:00,,,,,78,26,3,SW,8
5008273,21/10/2024 06:00,,,,,47,33,1,SW,8
5008273,21/10/2024 09:00,,,,,47,33,60,SW,13
5008273,21/10/2024 12:00,24.0,33.0,47.0,89.0,84,26,60,SW,13
5008273,21/10/2024 15:00,,,,,84,26,1,SW,13
5008273,21/10/2024 18:00,,,,,89,24,3,SW,13
5008273,21/10/2024 21:00,,,,,89,24,3,SW,10
5008273,22/10/2024 00:00,,,,,76,27,3,SW,10
5008273,22/10/2024 06:00,,,,,44,35,1,SW,10
5008273,22/10/2024 12:00,24.0,35.0,44.0,90.0,76,27,4,SW,8
5008273,22/10/2024 18:00,,,,,90,24,1,SW,8
5008273,23/10/2024 00:00,,,,,77,27,0,S,11
5008273,23/10/2024 06:00,,,,,50,33,1,S,11
5008273,23/10/2024 12:00,24.0,33.0,50.0,93.0,93,26,1,S,8
5008273,23/10/2024 18:00,,,,,91,24,0,S,8
5008273,24/10/2024 00:00,,,,,78,26,1,S,9
5008273,24/10/2024 06:00,,,,,46,34,1,S,9
5008273,24/10/2024 12:00,24.0,34.0,46.0,85.0,83,26,60,NW,9
5008273,24/10/2024 18:00,,,,,85,24,1,NW,9
5008273,25/10/2024 00:00,,,,,73,26,1,S,9
5008274,15/10/2024 00:00,,,,,78,27,4,SW,3
5008274,15/10/2024 01:00,,,,,65,29,4,SW,3
5008274,15/10/2024 02:00,,,,,56,31,4,SE,2
5008274,15/10/2024 03:00,,,,,50,32,4,SE,2
5008274,15/10/2024 04:00,,,,,45,34,4,SE,2
5008274,15/10/2024 05:00,,,,,43,34,4,NE,2
5008274,15/10/2024 06:00,,,,,38,35,4,NE,2
5008274,15/10/2024 07:00,,,,,37,34,4,NE,2
5008274,15/10/2024 08:00,,,,,37,34,4,W,1
5008274,15/10/2024 09:00,,,,,38,34,4,W,1
5008274,15/10/2024 10:00,,,,,40,32,4,W,1
5008274,15/10/2024 11:00,,,,,36,30,4,W,10
5008274,15/10/2024 12:00,23.0,35.0,36.0,78.0,39,29,3,W,10
5008274,15/10/2024 13:00,,,,,43,27,4,W,10
5008274,15/10/2024 14:00,,,,,47,26,4,SW,5
5008274,15/10/2024 15:00,,,,,50,26,4,SW,5
5008274,15/10/2024 16:00,,,,,52,25,4,SW,5
5008274,15/10/2024 17:00,,,,,53,25,4,SW,6
5008274,15/10/2024 18:00,,,,,54,24,4,SW,6
5008274,15/10/2024 19:00,,,,,56,24,3,SW,6
5008274,15/10/2024 20:00,,,,,60,23,3,W,8
5008274,15/10/2024 21:00,,,,,62,23,4,W,8
5008274,15/10/2024 22:00,,,,,63,23,4,W,8
5008274,15/10/2024 23:00,,,,,64,24,4,SW,4
5008274,16/10/2024 00:00,,,,,58,26,4,SW,4
5008274,16/10/2024 01:00,,,,,47,29,4,SW,4
5008274,16/10/2024 02:00,,,,,40,31,1,S,2
5008274,16/10/2024 03:00,,,,,36,33,1,S,2
5008274,16/10/2024 04:00,,,,,33,34,1,S,2
5008274,16/10/2024 05:00,,,,,31,35,3,SW,3
5008274,16/10/2024 06:00,,,,,30,36,3,SW,3
5008274,16/10/2024 07:00,,,,,30,36,4,SW,3
5008274,16/10/2024 08:00,,,,,34,34,4,SW,23
5008274,16/10/2024 09:00,,,,,39,32,4,SW,23
5008274,16/10/2024 10:00,,,,,45,30,4,SW,23
5008274,16/10/2024 11:00,,,,,51,29,4,SW,19
5008274,16/10/2024 12:00,22.0,36.0,30.0,83.0,57,27,4,SW,19
5008274,16/10/2024 13:00,,,,,62,26,4,SW,19
5008274,16/10/2024 14:00,,,,,65,26,4,SW,13
5008274,16/10/2024 15:00,,,,,69,25,3,SW,13
5008274,16/10/2024 16:00,,,,,72,24,1,SW,13
5008274,16/10/2024 17:00,,,,,75,24,1,W,5
5008274,16/10/2024 18:00,,,,,76,24,0,W,5
5008274,16/10/2024 19:00,,,,,78,23,1,W,5
5008274,16/10/2024 20:00,,,,,81,23,3,W,7
5008274,16/10/2024 21:00,,,,,82,23,3,W,7
5008274,16/10/2024 22:00,,,,,83,22,4,W,7
5008274,16/10/2024 23:00,,,,,79,23,4,SW,5
5008274,17/10/2024 00:00,,,,,67,26,4,SW,5
5008274,17/10/2024 01:00,,,,,55,28,4,SW,5
5008274,17/10/2024 02:00,,,,,46,31,4,SW,5
5008274,17/10/2024 03:00,,,,,39,33,3,SW,5
5008274,17/10/2024 04:00,,,,,35,34,1,S,9
5008274,17/10/2024 05:00,,,,,32,35,1,S,9
5008274,17/10/2024 06:00,,,,,31,36,1,S,9
5008274,17/10/2024 07:00,,,,,34,35,1,S,9
5008274,17/10/2024 08:00,,,,,37,34,1,S,9
5008274,17/10/2024 09:00,,,,,42,32,1,S,9
5008274,17/10/2024 10:00,,,,,47,30,0,SW,17
5008274,17/10/2024 11:00,,,,,52,29,1,SW,17
5008274,17/10/2024 12:00,22.0,36.0,31.0,77.0,56,27,1,SW,17
5008274,17/10/2024 13:00,,,,,59,26,1,SW,17
5008274,17/10/2024 14:00,,,,,62,26,1,SW,17
5008274,17/10/2024 15:00,,,,,65,25,1,SW,17
5008274,17/10/2024 16:00,,,,,67,25,1,SW,6
5008274,17/10/2024 17:00,,,,,69,24,1,SW,6
5008274,17/10/2024 18:00,,,,,70,24,1,SW,6
5008274,17/10/2024 19:00,,,,,72,24,1,SW,6
5008274,17/10/2024 20:00,,,,,73,23,1,SW,6
5008274,17/10/2024 21:00,,,,,74,23,1,SW,6
5008274,17/10/2024 22:00,,,,,77,22,1,W,3
5008274,17/10/2024 23:00,,,,,74,24,1,W,3
5008274,18/10/2024 00:00,,,,,64,26,3,W,3
5008274,18/10/2024 03:00,,,,,43,32,0,W,3
5008274,18/10/2024 06:00,,,,,34,35,3,E,0
5008274,18/10/2024 09:00,,,,,33,35,4,E,0
5008274,18/10/2024 12:00,23.0,35.0,33.0,82.0,58,29,3,N,2
5008274,18/10/2024 15:00,,,,,69,26,1,N,2
5008274,18/10/2024 18:00,,,,,78,24,1,W,3
5008274,18/10/2024 21:00,,,,,82,23,3,W,3
5008274,19/10/2024 00:00,,,,,67,27,1,SW,4
5008274,19/10/2024 03:00,,,,,48,33,1,SW,4
5008274,19/10/2024 06:00,,,,,39,36,3,SW,4
5008274,19/10/2024 09:00,,,,,77,28,60,SE,3
5008274,19/10/2024 12:00,24.0,36.0,39.0,90.0,86,25,4,SE,3
5008274,19/10/2024 15:00,,,,,90,25,1,SE,3
5008274,19/10/2024 18:00,,,,,86,25,4,SE,3
5008274,19/10/2024 21:00,,,,,88,24,4,SW,3
5008274,20/10/2024 00:00,,,,,78,26,3,SW,3
5008274,20/10/2024 03:00,,,,,53,32,3,SW,3
5008274,20/10/2024 06:00,,,,,52,32,3,SW,3
5008274,20/10/2024 09:00,,,,,83,27,60,NW,3
5008274,20/10/2024 12:00,23.0,32.0,52.0,96.0,90,25,1,NW,3
5008274,20/10/2024 15:00,,,,,90,25,1,NW,3
5008274,20/10/2024 18:00,,,,,96,23,4,NW,3
5008274,20/10/2024 21:00,,,,,96,23,4,SW,4
5008274,21/10/2024 00:00,,,,,81,26,1,SW,4
5008274,21/10/2024 03:00,,,,,81,26,1,SW,4
5008274,21/10/2024 06:00,,,,,43,34,1,SW,4
5008274,21/10/2024 09:00,,,,,43,34,60,W,1
5008274,21/10/2024 12:00,24.0,34.0,43.0,92.0,90,26,60,W,1
5008274,21/10/2024 15:00,,,,,90,26,1,W,1
5008274,21/10/2024 18:00,,,,,92,24,1,W,1
5008274,21/10/2024 21:00,,,,,92,24,1,SW,4
5008274,22/10/2024 00:00,,,,,79,27,1,SW,4
5008274,22/10/2024 06:00,,,,,45,34,1,SW,4
5008274,22/10/2024 12:00,24.0,34.0,45.0,91.0,78,27,4,W,4
5008274,22/10/2024 18:00,,,,,91,24,1,W,4
5008274,23/10/2024 00:00,,,,,80,26,0,SW,2
5008274,23/10/2024 06:00,,,,,47,34,1,SW,2
5008274,23/10/2024 12:00,24.0,34.0,47.0,96.0,94,26,1,E,3
5008274,23/10/2024 18:00,,,,,96,24,0,E,3
5008274,24/10/2024 00:00,,,,,83,26,1,SW,1
5008274,24/10/2024 06:00,,,,,45,35,1,SW,1
5008274,24/10/2024 12:00,24.0,35.0,45.0,85.0,82,26,60,NW,5
5008274,24/10/2024 18:00,,,,,85,24,0,NW,5
5008274,25/10/2024 00:00,,,,,72,26,3,S,9
5008275,15/10/2024 00:00,,,,,77,27,4,SW,3
5008275,15/10/2024 01:00,,,,,66,29,4,SW,3
5008275,15/10/2024 02:00,,,,,57,31,4,SE,2
5008275,15/10/2024 03:00,,,,,51,32,4,SE,2
5008275,15/10/2024 04:00,,,,,47,33,4,SE,2
5008275,15/10/2024 05:00,,,,,44,33,4,NE,2
5008275,15/10/2024 06:00,,,,,39,34,4,NE,2
5008275,15/10/2024 07:00,,,,,37,34,4,NE,2
5008275,15/10/2024 08:00,,,,,37,34,4,W,1
5008275,15/10/2024 09:00,,,,,39,34,4,W,1
5008275,15/10/2024 10:00,,,,,41,32,4,W,1
5008275,15/10/2024 11:00,,,,,35,30,4,W,10
5008275,15/10/2024 12:00,23.0,34.0,35.0,77.0,38,28,4,W,10
5008275,15/10/2024 13:00,,,,,43,27,4,W,10
5008275,15/10/2024 14:00,,,,,47,26,4,SW,5
5008275,15/10/2024 15:00,,,,,50,25,4,SW,5
5008275,15/10/2024 16:00,,,,,53,25,4,SW,5
5008275,15/10/2024 17:00,,,,,54,24,4,SW,6
5008275,15/10/2024 18:00,,,,,55,24,4,SW,6
5008275,15/10/2024 19:00,,,,,58,24,3,SW,6
5008275,15/10/2024 20:00,,,,,62,23,3,W,8
5008275,15/10/2024 21:00,,,,,64,23,4,W,8
5008275,15/10/2024 22:00,,,,,66,23,4,W,8
5008275,15/10/2024 23:00,,,,,67,23,4,SW,4
5008275,16/10/2024 00:00,,,,,61,25,4,SW,4
5008275,16/10/2024 01:00,,,,,48,28,4,SW,4
5008275,16/10/2024 02:00,,,,,41,31,1,S,2
5008275,16/10/2024 03:00,,,,,36,33,1,S,2
5008275,16/10/2024 04:00,,,,,33,34,1,S,2
5008275,16/10/2024 05:00,,,,,32,35,3,SW,3
5008275,16/10/2024 06:00,,,,,31,35,3,SW,3
5008275,16/10/2024 07:00,,,,,31,35,3,SW,3
5008275,16/10/2024 08:00,,,,,35,34,4,SW,23
5008275,16/10/2024 09:00,,,,,40,32,4,SW,23
5008275,16/10/2024 10:00,,,,,47,30,4,SW,23
5008275,16/10/2024 11:00,,,,,52,28,4,SW,19
5008275,16/10/2024 12:00,22.0,35.0,31.0,83.0,59,27,4,SW,19
5008275,16/10/2024 13:00,,,,,64,26,4,SW,19
5008275,16/10/2024 14:00,,,,,67,25,4,SW,13
5008275,16/10/2024 15:00,,,,,70,25,3,SW,13
5008275,16/10/2024 16:00,,,,,73,24,1,SW,13
5008275,16/10/2024 17:00,,,,,77,24,1,W,5
5008275,16/10/2024 18:00,,,,,78,23,0,W,5
5008275,16/10/2024 19:00,,,,,79,23,1,W,5
5008275,16/10/2024 20:00,,,,,81,23,3,W,7
5008275,16/10/2024 21:00,,,,,82,23,3,W,7
5008275,16/10/2024 22:00,,,,,83,22,4,W,7
5008275,16/10/2024 23:00,,,,,79,23,4,SW,5
5008275,17/10/2024 00:00,,,,,68,26,4,SW,5
5008275,17/10/2024 01:00,,,,,56,28,4,SW,5
5008275,17/10/2024 02:00,,,,,47,31,4,SW,5
5008275,17/10/2024 03:00,,,,,40,32,3,SW,5
5008275,17/10/2024 04:00,,,,,36,34,1,S,9
5008275,17/10/2024 05:00,,,,,33,35,1,S,9
5008275,17/10/2024 06:00,,,,,32,36,1,S,9
5008275,17/10/2024 07:00,,,,,35,34,1,S,9
5008275,17/10/2024 08:00,,,,,38,33,1,S,9
5008275,17/10/2024 09:00,,,,,43,32,1,S,9
5008275,17/10/2024 10:00,,,,,48,30,0,SW,17
5008275,17/10/2024 11:00,,,,,53,28,1,SW,17
5008275,17/10/2024 12:00,22.0,36.0,32.0,77.0,57,27,1,SW,17
5008275,17/10/2024 13:00,,,,,61,26,1,SW,17
5008275,17/10/2024 14:00,,,,,63,25,0,SW,17
5008275,17/10/2024 15:00,,,,,66,25,1,SW,17
5008275,17/10/2024 16:00,,,,,68,24,1,SW,6
5008275,17/10/2024 17:00,,,,,70,24,1,SW,6
5008275,17/10/2024 18:00,,,,,71,24,1,SW,6
5008275,17/10/2024 19:00,,,,,72,23,1,SW,6
5008275,17/10/2024 20:00,,,,,73,23,1,SW,6
5008275,17/10/2024 21:00,,,,,74,23,1,SW,6
5008275,17/10/2024 22:00,,,,,77,22,1,W,3
5008275,17/10/2024 23:00,,,,,74,23,1,W,3
5008275,18/10/2024 00:00,,,,,65,26,3,W,3
5008275,18/10/2024 03:00,,,,,44,32,0,W,3
5008275,18/10/2024 06:00,,,,,34,35,3,E,0
5008275,18/10/2024 09:00,,,,,33,35,4,E,0
5008275,18/10/2024 12:00,23.0,35.0,33.0,82.0,58,28,3,N,2
5008275,18/10/2024 15:00,,,,,69,26,1,N,2
5008275,18/10/2024 18:00,,,,,79,24,1,W,3
5008275,18/10/2024 21:00,,,,,82,23,3,W,3
5008275,19/10/2024 00:00,,,,,68,27,1,SW,4
5008275,19/10/2024 03:00,,,,,49,32,1,SW,4
5008275,19/10/2024 06:00,,,,,40,35,3,SW,4
5008275,19/10/2024 09:00,,,,,77,28,60,SE,3
5008275,19/10/2024 12:00,24.0,35.0,40.0,91.0,89,24,4,SE,3
5008275,19/10/2024 15:00,,,,,91,25,3,SE,3
5008275,19/10/2024 18:00,,,,,86,25,4,SE,3
5008275,19/10/2024 21:00,,,,,89,24,4,SW,3
5008275,20/10/2024 00:00,,,,,78,26,4,SW,3
5008275,20/10/2024 03:00,,,,,54,32,3,SW,3
5008275,20/10/2024 06:00,,,,,49,33,3,SW,3
5008275,20/10/2024 09:00,,,,,83,27,60,NW,3
5008275,20/10/2024 12:00,23.0,33.0,49.0,96.0,91,25,1,NW,3
5008275,20/10/2024 15:00,,,,,91,25,1,NW,3
5008275,20/10/2024 18:00,,,,,96,23,4,NW,3
5008275,20/10/2024 21:00,,,,,96,23,4,SW,4
5008275,21/10/2024 00:00,,,,,82,26,1,SW,4
5008275,21/10/2024 03:00,,,,,82,26,1,SW,4
5008275,21/10/2024 06:00,,,,,45,34,1,SW,4
5008275,21/10/2024 09:00,,,,,45,34,60,W,1
5008275,21/10/2024 12:00,24.0,34.0,45.0,92.0,91,26,60,W,1
5008275,21/10/2024 15:00,,,,,91,26,1,W,1
5008275,21/10/2024 18:00,,,,,92,24,1,W,1
5008275,21/10/2024 21:00,,,,,92,24,1,SW,4
5008275,22/10/2024 00:00,,,,,80,26,1,SW,4
5008275,22/10/2024 06:00,,,,,45,34,1,SW,4
5008275,22/10/2024 12:00,24.0,34.0,45.0,91.0,79,27,4,W,4
5008275,22/10/2024 18:00,,,,,91,24,1,W,4
5008275,23/10/2024 00:00,,,,,81,26,0,SW,2
5008275,23/10/2024 06:00,,,,,48,34,1,SW,2
5008275,23/10/2024 12:00,24.0,34.0,48.0,96.0,95,25,1,E,3
5008275,23/10/2024 18:00,,,,,96,24,0,E,3
5008275,24/10/2024 00:00,,,,,84,26,1,SW,1
5008275,24/10/2024 06:00,,,,,46,34,1,SW,1
5008275,24/10/2024 12:00,24.0,34.0,46.0,85.0,83,26,60,NW,5
5008275,24/10/2024 18:00,,,,,85,24,1,NW,5
5008275,25/10/2024 00:00,,,,,72,26,3,S,9
5008276,15/10/2024 00:00,,,,,76,27,4,SW,15
5008276,15/10/2024 01:00,,,,,63,29,4,SW,15
5008276,15/10/2024 02:00,,,,,55,31,4,S,8
5008276,15/10/2024 03:00,,,,,48,33,4,S,8
5008276,15/10/2024 04:00,,,,,42,34,4,S,8
5008276,15/10/2024 05:00,,,,,41,34,4,SE,6
5008276,15/10/2024 06:00,,,,,39,35,4,SE,6
5008276,15/10/2024 07:00,,,,,38,34,4,SE,6
5008276,15/10/2024 08:00,,,,,36,34,4,S,9
5008276,15/10/2024 09:00,,,,,32,33,4,S,9
5008276,15/10/2024 10:00,,,,,33,30,4,S,9
5008276,15/10/2024 11:00,,,,,37,29,4,SW,20
5008276,15/10/2024 12:00,23.0,35.0,32.0,76.0,43,28,4,SW,20
5008276,15/10/2024 13:00,,,,,47,27,4,SW,20
5008276,15/10/2024 14:00,,,,,50,26,4,SW,12
5008276,15/10/2024 15:00,,,,,51,25,4,SW,12
5008276,15/10/2024 16:00,,,,,54,25,3,SW,12
5008276,15/10/2024 17:00,,,,,57,24,4,SW,11
5008276,15/10/2024 18:00,,,,,60,24,4,SW,11
5008276,15/10/2024 19:00,,,,,63,24,4,SW,11
5008276,15/10/2024 20:00,,,,,66,24,4,SW,16
5008276,15/10/2024 21:00,,,,,67,24,4,SW,16
5008276,15/10/2024 22:00,,,,,69,23,4,SW,16
5008276,15/10/2024 23:00,,,,,69,24,4,S,16
5008276,16/10/2024 00:00,,,,,64,26,4,S,16
5008276,16/10/2024 01:00,,,,,53,28,4,S,16
5008276,16/10/2024 02:00,,,,,46,30,1,S,10
5008276,16/10/2024 03:00,,,,,40,32,1,S,10
5008276,16/10/2024 04:00,,,,,36,34,1,S,10
5008276,16/10/2024 05:00,,,,,35,34,3,S,14
5008276,16/10/2024 06:00,,,,,34,35,3,S,14
5008276,16/10/2024 07:00,,,,,35,34,3,S,14
5008276,16/10/2024 08:00,,,,,39,32,4,S,28
5008276,16/10/2024 09:00,,,,,44,31,4,S,28
5008276,16/10/2024 10:00,,,,,49,29,4,S,28
5008276,16/10/2024 11:00,,,,,55,27,4,SW,28
5008276,16/10/2024 12:00,23.0,35.0,34.0,79.0,64,26,3,SW,28
5008276,16/10/2024 13:00,,,,,67,26,4,SW,28
5008276,16/10/2024 14:00,,,,,69,25,4,SW,24
5008276,16/10/2024 15:00,,,,,72,25,3,SW,24
5008276,16/10/2024 16:00,,,,,74,24,1,SW,24
5008276,16/10/2024 17:00,,,,,76,24,0,SW,18
5008276,16/10/2024 18:00,,,,,78,24,1,SW,18
5008276,16/10/2024 19:00,,,,,78,23,1,SW,18
5008276,16/10/2024 20:00,,,,,79,23,4,SW,17
5008276,16/10/2024 21:00,,,,,79,23,3,SW,17
5008276,16/10/2024 22:00,,,,,79,23,4,SW,17
5008276,16/10/2024 23:00,,,,,75,24,4,SW,14
5008276,17/10/2024 00:00,,,,,66,26,4,SW,14
5008276,17/10/2024 01:00,,,,,51,28,4,SW,14
5008276,17/10/2024 02:00,,,,,46,30,4,SW,14
5008276,17/10/2024 03:00,,,,,41,32,3,SW,14
5008276,17/10/2024 04:00,,,,,36,33,1,SW,16
5008276,17/10/2024 05:00,,,,,35,34,1,SW,16
5008276,17/10/2024 06:00,,,,,35,34,1,SW,16
5008276,17/10/2024 07:00,,,,,38,33,0,SW,16
5008276,17/10/2024 08:00,,,,,41,32,0,SW,16
5008276,17/10/2024 09:00,,,,,45,31,0,SW,16
