Date;Open
12/06/2024;6.200
12/05/2024;6.350
12/04/2024;6.275
12/03/2024;6.100
12/02/2024;6.175
11/29/2024;6.325
11/28/2024;6.350
11/26/2024;6.600
11/25/2024;6.325
11/22/2024;6.125
11/21/2024;6.225
11/20/2024;6.325
11/19/2024;6.375
11/18/2024;6.350
11/15/2024;6.300
11/14/2024;6.375
11/13/2024;6.500
11/12/2024;6.375
11/11/2024;6.300
11/08/2024;6.425
11/07/2024;6.500
11/06/2024;6.925
11/05/2024;6.725
11/04/2024;6.600
11/01/2024;6.725
10/31/2024;6.750
10/30/2024;6.575
10/29/2024;6.800
10/28/2024;7.075
10/25/2024;6.975
10/24/2024;7.000
10/23/2024;7.075
10/22/2024;7.150
10/21/2024;7.250
10/18/2024;7.275
10/17/2024;7.050
10/16/2024;7.050
10/15/2024;7.000
10/14/2024;6.925
10/11/2024;7.025
10/10/2024;6.925
10/09/2024;7.075
10/08/2024;6.825
10/07/2024;6.925
10/04/2024;7.025
10/03/2024;7.000
10/02/2024;7.025
10/01/2024;7.000
09/30/2024;7.000
09/27/2024;7.025
09/26/2024;7.175
09/25/2024;7.350
09/24/2024;7.400
09/23/2024;7.325
09/20/2024;7.400
09/19/2024;7.450
09/18/2024;7.375
09/17/2024;7.325
09/13/2024;7.300
09/12/2024;7.375
09/11/2024;7.300
09/10/2024;7.250
09/09/2024;7.250
09/06/2024;7.175
09/05/2024;7.125
09/04/2024;7.000
09/03/2024;7.200
09/02/2024;7.200
08/30/2024;7.100
08/29/2024;7.300
08/28/2024;7.025
08/27/2024;7.025
08/26/2024;7.050
08/23/2024;7.000
08/22/2024;7.150
08/21/2024;7.300
08/20/2024;7.200
08/19/2024;7.075
08/16/2024;7.075
08/15/2024;7.075
08/14/2024;7.075
08/13/2024;6.850
08/12/2024;6.875
08/09/2024;6.825
08/08/2024;6.800
08/07/2024;6.725
08/06/2024;6.650
08/05/2024;6.700
08/02/2024;6.700
08/01/2024;6.550
07/31/2024;6.400
07/30/2024;6.475
07/29/2024;6.550
07/26/2024;6.575
07/25/2024;6.450
07/24/2024;6.500
07/23/2024;6.750
07/22/2024;6.575
07/19/2024;6.500
07/18/2024;6.550
07/17/2024;6.450
07/16/2024;6.400
07/15/2024;6.450
07/12/2024;6.450
07/11/2024;6.400
07/10/2024;6.375
07/09/2024;6.225
07/08/2024;6.400
07/05/2024;6.325
07/04/2024;6.250
07/03/2024;6.275
07/02/2024;6.275
07/01/2024;6.175
06/28/2024;6.000
06/27/2024;5.900
06/26/2024;5.950
06/25/2024;5.925
06/24/2024;6.075
06/21/2024;6.050
06/20/2024;5.825
06/19/2024;5.775
06/14/2024;5.850
06/13/2024;5.975
06/12/2024;6.050
06/11/2024;6.200
06/10/2024;6.275
06/07/2024;6.250
06/06/2024;6.125
06/05/2024;6.125
06/04/2024;6.150
06/03/2024;6.075
05/31/2024;6.000
05/30/2024;5.775
05/29/2024;5.825
05/28/2024;5.850
05/27/2024;6.025
05/22/2024;6.000
05/21/2024;6.225
05/20/2024;6.550
05/17/2024;6.350
05/16/2024;6.450
05/15/2024;6.200
05/14/2024;6.175
05/13/2024;6.200
05/08/2024;6.325
05/07/2024;6.325
05/06/2024;6.250
05/03/2024;6.300
05/02/2024;6.800
04/30/2024;6.800
04/29/2024;6.650
04/26/2024;7.000
04/25/2024;7.050
04/24/2024;6.925
04/23/2024;6.850
04/22/2024;6.875
04/19/2024;6.725
04/18/2024;6.800
04/17/2024;6.700
04/16/2024;6.350
04/05/2024;6.825
04/04/2024;6.750
04/03/2024;6.950
04/02/2024;6.900
04/01/2024;7.250
03/28/2024;7.150
03/27/2024;7.200
03/26/2024;7.125
03/25/2024;7.050
03/22/2024;7.000
03/21/2024;7.100
03/20/2024;7.050
03/19/2024;7.250
03/18/2024;7.425
03/15/2024;7.450
03/14/2024;7.250
03/13/2024;7.250
03/08/2024;7.150
03/07/2024;7.075
03/06/2024;7.000
03/05/2024;7.075
03/04/2024;7.000
03/01/2024;7.050
02/29/2024;7.125
02/28/2024;7.025
02/27/2024;6.975
02/26/2024;6.950
02/23/2024;7.050
02/22/2024;7.175
02/21/2024;7.125
02/20/2024;7.250
02/19/2024;7.150
02/16/2024;7.375
02/15/2024;7.300
02/13/2024;7.100
02/12/2024;7.150
02/07/2024;6.875
02/06/2024;6.825
02/05/2024;6.700
02/02/2024;6.625
02/01/2024;6.575
01/31/2024;6.650
01/30/2024;6.475
01/29/2024;6.350
01/26/2024;6.250
01/25/2024;6.325
01/24/2024;6.450
01/23/2024;6.525
01/22/2024;6.500
01/19/2024;6.500
01/18/2024;6.525
01/17/2024;6.525
01/16/2024;6.525
01/15/2024;6.575
01/12/2024;6.575
01/11/2024;6.425
01/10/2024;6.375
01/09/2024;6.425
01/08/2024;6.500
01/05/2024;6.400
01/04/2024;6.125
01/03/2024;6.100
01/02/2024;6.050
12/29/2023;6.125
12/28/2023;6.050
12/27/2023;6.000
12/22/2023;5.950
12/21/2023;5.950
12/20/2023;5.900
12/19/2023;5.950
12/18/2023;5.850
12/15/2023;5.950
