Date;Price;Open;High;Low;Vol;Change
09/23/2022;18910;19660;19745;18760;82.52K;-3.60%
09/22/2022;19617;19645;19890;19250;63.37K;0.70%
09/21/2022;19480;19265;19960;19230;70.73K;1.55%
09/20/2022;19183;19595;19605;19070;42.27K;-0.90%
09/19/2022;19358;19600;19690;19235;44.27K;-0.12%
09/16/2022;19381;19175;19640;18770;58.15K;0.58%
09/15/2022;19269;19600;19625;19110;50.66K;-1.53%
09/14/2022;19569;19300;19685;19215;47.43K;0.40%
09/13/2022;19491;19785;19930;19295;76.43K;-1.86%
09/12/2022;19860;18815;20005;18775;82.32K;5.82%
09/09/2022;18767;18450;18860;18445;43.86K;1.76%
09/08/2022;18442;18395;18665;18240;53.20K;1.00%
09/07/2022;18260;17905;18400;17740;49.64K;1.97%
09/06/2022;17908;17940;18465;17815;73.96K;0.00%
09/05/2022;17908;17940;18465;17815;73.96K;0.15%
09/02/2022;17881;17665;18165;17620;62.96K;1.22%
09/01/2022;17666;17850;17865;17400;66.96K;-1.21%
08/31/2022;17882;18290;18390;17800;63.46K;-2.21%
08/30/2022;18287;18675;18700;18225;58.00K;-2.05%
08/29/2022;18670;18810;18830;18400;39.05K;-0.82%
08/26/2022;18825;19180;19385;18770;41.41K;-1.75%
08/25/2022;19161;19075;19335;19020;26.70K;0.99%
08/24/2022;18974;19105;19180;18900;21.08K;-0.77%
08/23/2022;19121;18980;19255;18745;17.32K;0.74%
08/22/2022;18980;19075;19175;18715;17.87K;-1.02%
08/19/2022;19176;19580;19580;19035;10.97K;-2.01%
08/18/2022;19569;19845;19995;19515;7.95K;-1.39%
08/17/2022;19845;20220;20350;19745;8.45K;-1.78%
08/16/2022;20204;20370;20370;20000;9.55K;-1.02%
08/15/2022;20412;20980;21020;20170;7.93K;-2.08%
08/12/2022;20845;20430;20980;20335;6.24K;1.69%
08/11/2022;20499;20710;20745;20345;18.29K;-1.87%
08/10/2022;20889;20640;20970;20480;15.73K;1.25%
08/09/2022;20631;20825;20895;20550;14.42K;-0.64%
08/08/2022;20764;19945;20890;19895;12.45K;3.85%
08/05/2022;19994;20275;20420;19625;12.43K;-1.39%
08/04/2022;20275;20155;20520;20095;7.41K;1.15%
08/03/2022;20045;20080;20280;19910;3.95K;-1.22%
08/02/2022;20292;20460;20640;20080;8.94K;-1.07%
08/01/2022;20512;20500;20660;20235;4.97K;0.83%
07/29/2022;20344;20125;20490;19975;3.70K;1.63%
07/28/2022;20018;19185;20145;19170;5.65K;6.76%
07/27/2022;18750;18680;19235;18515;5.08K;0.34%
07/26/2022;18686;18450;18755;18445;3.70K;1.15%
07/25/2022;18474;18640;18815;18350;2.64K;-1.52%
07/22/2022;18760;18870;19010;18565;2.48K;-0.51%
07/21/2022;18857;18745;18935;18260;1.34K;0.26%
07/20/2022;18808;18830;19150;18705;1.93K;-0.21%
07/19/2022;18848;18795;18960;18670;1.61K;-0.61%
07/18/2022;18963;18805;19085;18710;4.80K;1.18%
07/15/2022;18741;18495;18835;18250;1.44K;1.93%
07/14/2022;18386;19275;19280;18175;4.07K;-5.02%
07/13/2022;19357;19005;19515;18945;2.99K;1.23%
07/12/2022;19121;19215;19235;18800;3.14K;-0.91%
07/11/2022;19297;19370;19475;19180;2.58K;-0.56%
07/08/2022;19405;19355;19540;19110;1.97K;0.27%
07/07/2022;19352;19305;19585;19190;2.91K;0.23%
07/06/2022;19308;19315;19460;18875;2.92K;0.17%
07/05/2022;19275;20045;20250;19135;2.87K;0.81%
07/04/2022;19121;19880;20100;18970;85.00K;-3.55%
07/01/2022;19824;20340;20365;19450;3.44K;-3.33%
06/30/2022;20507;20895;20930;20305;2.90K;-1.89%
06/29/2022;20901;20940;21235;20780;2.34K;0.14%
06/28/2022;20872;21195;21370;20800;41.10K;-1.49%
06/27/2022;21187;21245;21575;21125;34.89K;0.13%
06/24/2022;21159;20980;21245;20600;29.80K;0.32%
06/23/2022;21091;21475;21560;20935;29.60K;-1.89%
06/22/2022;21497;21735;21760;21285;23.26K;-1.62%
06/21/2022;21851;21625;22030;21525;20.04K;0.38%
06/20/2022;21768;21520;21950;21430;64.99K;0.40%
06/17/2022;21681;22060;22060;21655;13.28K;-1.34%
06/16/2022;21975;21770;22065;21400;14.25K;2.20%
06/15/2022;21502;21085;21920;21060;17.10K;2.19%
06/14/2022;21042;21125;21450;20935;16.63K;-1.43%
06/13/2022;21348;22110;22125;21005;22.05K;-3.07%
06/10/2022;22024;21815;22105;21355;17.75K;0.52%
06/09/2022;21910;22165;22225;21640;20.06K;-1.26%
06/08/2022;22190;22355;22370;21895;13.46K;-0.38%
06/07/2022;22275;22180;22385;21940;18.29K;0.40%
06/06/2022;22187;22040;22655;22020;7.51K;0.85%
06/03/2022;21999;22450;22610;21965;2.81K;-1.64%
06/02/2022;22366;21960;22465;21890;3.40K;1.63%
06/01/2022;22007;21625;22085;21510;6.51K;1.04%
05/31/2022;21781;22210;22385;21560;4.10K;0.43%
05/30/2022;21688;22150;22310;21455;67.95K;-2.27%
05/27/2022;22191;22125;22560;22035;3.09K;0.60%
05/26/2022;22059;22080;22150;21820;3.05K;0.44%
05/25/2022;21963;22230;22230;21820;3.08K;-0.87%
05/24/2022;22156;21855;22305;21770;2.60K;1.56%
05/23/2022;21816;21900;22295;21755;2.90K;0.22%
05/20/2022;21768;22040;22150;21680;2.07K;-1.06%
05/19/2022;22002;21440;22080;21350;1.99K;1.69%
05/18/2022;21637;21740;21805;21485;2.06K;-0.92%
05/17/2022;21839;21680;21995;21615;2.19K;0.92%
05/16/2022;21640;21190;21760;20950;1.33K;2.61%
05/13/2022;21090;20805;21185;20525;2.00K;1.07%
05/12/2022;20866;21585;21715;20700;4.31K;-3.72%
05/11/2022;21673;21360;22050;21300;4.14K;0.72%
05/10/2022;21518;21860;22170;21255;2.87K;-1.82%
05/09/2022;21918;22435;22455;21765;2.59K;-2.42%
05/06/2022;22462;22610;22745;22215;2.13K;-0.35%
05/05/2022;22540;23110;23400;22445;3.14K;0.20%
05/04/2022;22496;22700;23210;22320;2.50K;-1.10%
05/03/2022;22747;22765;22965;22525;1.38K;0.40%
05/02/2022;22657;22840;22920;22210;1.34K;-2.15%
04/29/2022;23156;23310;23705;22800;1.54K;-0.41%
04/28/2022;23252;23525;23525;23045;1.76K;-1.08%
04/27/2022;23505;23635;23805;23325;42.54K;-0.36%
04/26/2022;23590;23750;24035;23490;33.05K;-0.59%
04/25/2022;23730;24255;24300;23475;34.45K;-2.42%
04/22/2022;24318;24800;24815;24160;31.24K;-1.55%
04/21/2022;24702;25385;25390;24555;29.17K;-2.58%
04/20/2022;25355;25395;25480;25065;16.00K;-0.48%
04/19/2022;25478;26150;26275;25245;15.30K;-2.89%
04/18/2022;26236;25900;26575;25900;11.31K;1.75%
04/14/2022;25785;26035;26200;25555;12.00K;-1.26%
04/13/2022;26113;25645;26150;25605;20.73K;1.17%
04/12/2022;25812;25310;25905;25105;19.70K;2.99%
04/11/2022;25062;25015;25655;24885;20.54K;0.62%
04/08/2022;24908;24810;25015;24580;15.07K;0.36%
04/07/2022;24819;24650;24860;24440;15.29K;1.15%
04/06/2022;24538;24560;24730;24285;5.37K;-0.30%
04/05/2022;24613;24735;25180;24435;5.73K;-0.21%
04/04/2022;24664;24785;25060;24475;4.41K;-0.23%
04/01/2022;24722;24990;25110;24635;5.02K;-1.90%
03/31/2022;25202;25120;25355;24750;4.93K;0.09%
03/30/2022;25179;25010;25325;24925;4.55K;1.54%
03/29/2022;24797;25105;25170;24110;7.30K;-1.80%
03/28/2022;25251;25760;25830;25000;3.84K;-1.62%
03/25/2022;25667;25865;26075;25530;3.68K;-1.11%
03/24/2022;25954;25340;26180;25235;4.95K;2.82%
03/23/2022;25242;24950;25415;24835;2.03K;1.15%
03/22/2022;24956;25485;25620;24750;2.50K;-1.59%
03/21/2022;25358;25135;25550;25095;1.55K;0.92%
03/18/2022;25127;25595;25655;25015;1.51K;-2.01%
03/17/2022;25643;25280;25770;25210;1.54K;3.67%
03/16/2022;24736;25075;25270;24580;2.59K;-1.71%
03/15/2022;25167;25280;25300;24755;3.03K;-0.55%
03/14/2022;25305;26265;26295;25175;2.70K;-3.25%
03/11/2022;26154;26225;26340;25685;4.90K;-0.30%
03/10/2022;26232;26035;26365;25600;4.69K;1.71%
03/09/2022;25791;26840;27320;25705;6.15K;-4.05%
03/08/2022;26879;25845;27450;25590;8.20K;4.38%
03/07/2022;25750;26020;26360;25490;8.02K;-0.31%
03/04/2022;25831;25345;25935;25215;9.84K;2.24%
03/03/2022;25266;25435;25710;25135;3.32K;0.09%
03/02/2022;25243;25535;25535;25015;2.86K;-1.36%
03/01/2022;25590;24540;25685;24410;3.67K;4.80%
02/28/2022;24418;24575;24920;24215;1.73K;1.43%
02/25/2022;24073;24365;24610;23980;2.95K;-2.58%
02/24/2022;24710;24650;25705;23880;90.87K;0.46%
02/23/2022;24598;24200;24660;24095;37.69K;0.99%
02/22/2022;24356;24095;24425;23755;42.99K;0.19%
02/21/2022;24311;24060;24385;23710;96.22K;1.14%
02/18/2022;24038;23900;24165;23745;18.45K;0.48%
02/17/2022;23922;23675;23975;23480;15.63K;1.13%
02/16/2022;23654;23450;23710;23340;16.55K;1.13%
02/15/2022;23390;23935;24060;23125;14.21K;-2.12%
02/14/2022;23897;23650;24015;23605;10.18K;2.04%
02/11/2022;23420;23245;23755;22910;21.65K;-0.63%
02/10/2022;23569;23325;23780;23195;20.43K;0.78%
02/09/2022;23386;23230;23405;23150;20.34K;0.62%
02/08/2022;23243;23070;23310;22820;15.28K;0.54%
02/07/2022;23119;22580;23140;22580;16.01K;2.67%
02/04/2022;22517;22460;22725;22140;4.28K;0.45%
02/03/2022;22417;22695;22695;22050;6.32K;-1.46%
02/02/2022;22748;22675;22910;22520;2.98K;0.50%
02/01/2022;22635;22515;23090;22450;2.57K;0.90%
01/31/2022;22432;22505;22695;22295;2.61K;0.41%
01/28/2022;22340;22840;22850;22200;3.40K;-1.65%
01/27/2022;22714;23590;23655;22625;3.88K;-4.75%
01/26/2022;23846;23895;24040;23515;3.60K;-0.37%
01/25/2022;23934;24065;24065;23685;3.12K;0.41%
01/24/2022;23837;24350;24380;23650;2.96K;-2.13%
01/21/2022;24357;24530;24655;24260;2.29K;-1.60%
01/20/2022;24752;24195;24790;24170;2.18K;2.00%
01/19/2022;24267;23545;24295;23475;4.09K;3.14%
01/18/2022;23528;23035;23710;22870;1.62K;0.15%
01/17/2022;23492;22995;23680;22820;105.83K;2.34%
01/14/2022;22954;23130;23370;22885;1.56K;-1.06%
01/13/2022;23199;23205;23335;23065;4.01K;-0.19%
01/12/2022;23243;22850;23285;22735;3.75K;1.73%
01/11/2022;22848;22525;22890;22525;3.17K;1.56%
01/10/2022;22497;22380;22570;22275;3.48K;0.24%
01/07/2022;22443;22225;22485;21985;4.62K;1.00%
01/06/2022;22221;22845;22875;22030;2.41K;-4.23%
01/05/2022;23202;23095;23320;22800;2.62K;0.50%
01/04/2022;23086;22960;23150;22700;1.18K;1.08%
01/03/2022;22840;23395;23460;22740;1.24K;-2.31%
12/31/2021;23381;23100;23410;23100;1.56K;1.26%
12/30/2021;23091;22905;23155;22655;0.88K;1.02%
12/29/2021;22858;23050;23185;22600;40.03K;-1.14%
12/28/2021;23121;23105;23480;23005;42.75K;0.57%
12/27/2021;22989;22900;23150;22655;39.29K;0.21%
12/23/2021;22940;22815;22965;22680;33.91K;0.53%
12/22/2021;22819;22525;22860;22440;35.70K;1.29%
12/21/2021;22529;22290;22805;22185;45.67K;1.07%
12/20/2021;22291;22390;22435;22190;35.06K;-1.07%
12/17/2021;22533;22530;22690;22355;39.31K;0.21%
12/16/2021;22485;22070;22560;21930;56.37K;4.36%
12/15/2021;21545;21945;22130;21410;65.04K;-1.73%
12/14/2021;21924;22350;22355;21670;52.45K;-1.81%
12/13/2021;22328;22195;22430;22160;31.88K;0.60%
12/10/2021;22195;21975;22240;21815;43.90K;0.83%
12/09/2021;22013;22435;22475;21840;58.89K;-1.87%
12/08/2021;22432;22525;22580;22305;28.91K;-0.40%
12/07/2021;22523;22395;22625;22230;38.83K;1.17%
12/06/2021;22263;22610;22635;22125;41.15K;-0.97%
12/03/2021;22481;22410;22590;22035;54.13K;0.74%
12/02/2021;22316;22335;22505;22215;45.19K;-0.10%
12/01/2021;22339;22875;23060;22185;65.42K;-2.09%
11/30/2021;22815;22930;23355;22705;68.03K;-0.16%
11/29/2021;22852;23160;23460;22775;66.86K;-1.22%
11/26/2021;23135;23610;23770;22935;55.88K;0.00%
11/25/2021;23135;23610;23770;22935;55.88K;-1.70%
11/24/2021;23536;23695;23745;23450;33.09K;0.19%
11/23/2021;23492;24280;24405;23335;36.74K;-3.57%
11/22/2021;24362;24725;25020;24210;21.94K;-1.94%
11/19/2021;24844;24920;25100;24670;17.21K;-0.46%
11/18/2021;24960;25200;25280;24790;17.16K;-1.04%
11/17/2021;25223;24920;25335;24910;11.16K;0.90%
11/16/2021;24999;25185;25540;24880;12.54K;-0.64%
11/15/2021;25160;25480;25520;25025;11.86K;-0.94%
11/12/2021;25398;25395;25515;24975;6.18K;0.17%
11/11/2021;25354;24735;25415;24700;17.94K;2.14%
11/10/2021;24823;24420;25270;24100;18.67K;1.86%
11/09/2021;24369;24600;24605;24145;15.67K;-0.91%
11/08/2021;24593;24335;24640;24180;22.75K;1.60%
11/05/2021;24206;23940;24295;23745;15.26K;1.04%
11/04/2021;23956;23595;24155;23535;2.98K;2.92%
11/03/2021;23276;23610;23705;23095;2.54K;-1.17%
11/02/2021;23552;24145;24155;23475;2.78K;-2.35%
11/01/2021;24119;24005;24200;23875;3.14K;0.53%
10/29/2021;23992;24180;24185;23750;3.60K;-0.73%
10/28/2021;24168;24190;24355;24090;3.13K;-0.18%
10/27/2021;24211;24195;24325;23980;0.09K;0.43%
10/26/2021;24107;24620;24620;24025;0.17K;-2.05%
10/25/2021;24611;24550;24650;24425;0.26K;0.58%
10/22/2021;24469;24245;24905;24245;0.26K;1.16%
10/21/2021;24189;24490;24520;24100;0.27K;-1.12%
10/20/2021;24464;23710;24500;23650;0.20K;2.35%
10/19/2021;23903;23265;24200;23265;0.59K;2.65%
10/18/2021;23286;23415;23500;23150;0.21K;-0.37%
10/15/2021;23372;23550;23655;23135;0.14K;-0.54%
10/14/2021;23500;23110;23610;22970;0.29K;1.32%
10/13/2021;23194;22605;23300;22590;0.43K;2.91%
10/12/2021;22538;22570;22780;22380;0.06K;-0.66%
10/11/2021;22688;22710;22850;22630;0.13K;-0.18%
10/08/2021;22728;22620;23220;22505;0.09K;0.21%
10/07/2021;22681;22595;22830;22470;0.13K;0.56%
10/06/2021;22554;22485;22710;22390;0.13K;-0.33%
10/05/2021;22629;22550;22655;22450;0.09K;-0.15%
10/04/2021;22664;22610;22790;22365;0.08K;0.48%
10/01/2021;22555;22050;22615;22050;0.10K;2.21%
09/30/2021;22067;21565;22220;21565;0.08K;2.61%
09/29/2021;21506;22320;22355;21500;0.16K;-4.28%
09/28/2021;22467;22625;22680;22080;55.49K;-1.00%
09/27/2021;22694;22395;22865;22390;36.11K;1.20%
09/24/2021;22425;22530;22790;22090;41.67K;-1.12%
09/23/2021;22679;22695;22880;22465;43.74K;-1.00%
09/22/2021;22907;22485;23150;22455;51.99K;1.31%
09/21/2021;22611;22265;22720;22210;41.11K;1.83%
09/20/2021;22204;22330;22500;22025;50.98K;-0.60%
09/17/2021;22337;22910;23130;22305;66.39K;-2.00%
09/16/2021;22794;23865;24000;22585;90.20K;-4.23%
09/15/2021;23801;23865;23940;23670;32.69K;-0.35%
09/14/2021;23885;23775;23980;23435;42.44K;0.37%
09/13/2021;23796;23790;23890;23360;47.76K;-0.44%
09/10/2021;23900;24100;24345;23760;39.09K;-1.15%
09/09/2021;24177;23995;24355;23865;43.41K;0.50%
09/08/2021;24056;24390;24480;23940;45.43K;-1.30%
09/07/2021;24373;24865;24895;24210;69.93K;0.00%
09/06/2021;24373;24865;24895;24210;69.93K;-1.73%
09/03/2021;24802;23950;24945;23910;67.19K;3.70%
09/02/2021;23918;24200;24275;23815;36.86K;-1.25%
09/01/2021;24221;23935;24325;23775;48.67K;0.90%
08/31/2021;24006;24065;24270;23830;44.56K;0.00%
08/30/2021;24006;24130;24280;23950;47.98K;-0.43%
08/27/2021;24110;23610;24180;23355;61.30K;2.18%
08/26/2021;23596;23930;23945;23465;35.44K;-0.95%
08/25/2021;23822;23915;23960;23640;32.16K;-0.48%
08/24/2021;23937;23695;24015;23595;19.86K;0.99%
08/23/2021;23703;23015;23755;22975;18.17K;2.34%
08/20/2021;23160;23245;23345;22880;16.59K;-0.51%
08/19/2021;23279;23560;23565;23130;14.15K;-0.81%
08/18/2021;23470;23705;23875;23325;9.68K;-1.00%
08/17/2021;23707;23905;24000;23620;9.13K;-0.55%
08/16/2021;23839;23770;23940;23440;9.01K;0.03%
08/13/2021;23832;23220;23880;23200;8.51K;2.86%
08/12/2021;23169;23580;23580;23030;16.32K;-1.57%
08/11/2021;23539;23370;23620;23240;19.72K;0.41%
08/10/2021;23442;23510;23715;23280;13.22K;0.53%
08/09/2021;23319;24395;24395;22350;20.33K;-4.34%
08/06/2021;24377;25255;25275;24260;15.75K;-3.81%
08/05/2021;25342;25480;25605;25165;2.65K;-0.67%
08/04/2021;25512;25640;26130;25435;4.38K;-0.47%
08/03/2021;25633;25515;25715;25330;3.13K;0.02%
08/02/2021;25628;25605;25705;25400;4.37K;0.11%
07/30/2021;25600;25675;25730;25465;2.25K;-0.91%
07/29/2021;25835;25075;25920;25075;3.12K;3.63%
07/28/2021;24931;24795;25105;24720;4.07K;0.93%
07/27/2021;24701;25280;25365;24575;4.11K;-2.63%
07/26/2021;25368;25305;25555;25235;2.25K;0.35%
07/23/2021;25280;25560;25585;25115;1.51K;-0.58%
07/22/2021;25428;25405;25560;25105;3.09K;0.49%
07/21/2021;25303;25040;25405;24850;1.35K;1.04%
07/20/2021;25043;25265;25355;24890;1.57K;-0.60%
07/19/2021;25193;25750;25850;25100;2.69K;-2.52%
07/16/2021;25844;26500;26575;25690;3.44K;-2.25%
07/15/2021;26438;26330;26520;26315;1.39K;0.46%
07/14/2021;26316;26100;26615;26060;1.89K;0.50%
07/13/2021;26185;26355;26480;26050;3.05K;-0.37%
07/12/2021;26282;26240;26405;25985;2.05K;0.01%
07/09/2021;26279;26035;26330;25885;1.57K;0.95%
07/08/2021;26032;26290;26335;25925;3.72K;-0.56%
07/07/2021;26178;26275;26570;26120;3.10K;-0.16%
07/06/2021;26220;26635;26935;26150;3.54K;0.18%
07/05/2021;26174;26640;26910;26100;80.50K;-1.39%
07/02/2021;26544;26150;26720;26150;2.11K;1.54%
07/01/2021;26141;26255;26550;26095;2.71K;-0.37%
06/30/2021;26239;25930;26305;25870;1.30K;1.13%
06/29/2021;25946;26275;26275;25635;2.30K;-1.17%
06/28/2021;26254;26220;26335;25875;40.54K;0.49%
06/25/2021;26126;26055;26415;26010;31.54K;0.14%
06/24/2021;26089;25980;26280;25905;25.31K;-0.24%
06/23/2021;26152;25890;26410;25850;23.74K;0.98%
06/22/2021;25898;26020;26120;25775;13.53K;-0.64%
06/21/2021;26065;25895;26170;25615;13.28K;0.22%
06/18/2021;26009;25995;26590;25810;17.96K;0.45%
06/17/2021;25892;27050;27360;25855;26.94K;-7.02%
06/16/2021;27848;27840;28005;26740;9.78K;0.43%
06/15/2021;27730;28050;28070;27520;10.06K;-1.23%
06/14/2021;28074;28105;28185;27605;7.69K;-0.38%
06/11/2021;28180;28175;28465;28055;19.57K;0.42%
06/10/2021;28062;27910;28210;27515;20.04K;0.11%
06/09/2021;28032;27750;28165;27660;14.58K;0.97%
06/08/2021;27762;28060;28145;27645;16.40K;-1.03%
06/07/2021;28050;27945;28115;27635;16.96K;0.44%
06/04/2021;27926;27585;28010;27355;4.68K;1.53%
06/03/2021;27506;28330;28395;27125;5.01K;-2.58%
06/02/2021;28235;28030;28350;27815;4.05K;0.36%
06/01/2021;28134;28080;28735;27965;4.75K;0.11%
05/31/2021;28102;28060;28710;27930;108.88K;0.20%
05/28/2021;28045;28005;28120;27515;2.81K;0.26%
05/27/2021;27971;27805;28020;27635;3.28K;0.23%
05/26/2021;27907;28150;28355;27730;2.34K;-0.64%
05/25/2021;28086;27895;28180;27595;2.99K;0.55%
05/24/2021;27932;27710;28035;27585;2.20K;1.53%
05/21/2021;27510;27885;28200;27310;2.87K;-2.07%
05/20/2021;28091;27870;28145;27525;2.12K;0.16%
05/19/2021;28047;28320;28350;27460;3.35K;-1.10%
05/18/2021;28358;28385;28920;28150;2.67K;0.21%
05/17/2021;28298;27535;28455;27475;2.76K;3.32%
05/14/2021;27390;27220;27605;26955;1.83K;1.13%
05/13/2021;27083;27110;27330;26815;3.28K;-0.67%
05/12/2021;27267;27775;27830;27050;3.59K;-1.53%
05/11/2021;27690;27400;27795;27215;3.04K;0.63%
05/10/2021;27517;27690;28010;27375;2.94K;0.05%
05/07/2021;27502;27415;27795;27270;2.44K;0.00%
05/06/2021;27503;26590;27605;26310;4.53K;3.60%
05/05/2021;26548;26565;26720;26200;2.55K;-0.13%
05/04/2021;26583;27040;27265;26205;3.59K;-1.50%
05/03/2021;26988;26005;27130;25930;3.65K;4.20%
04/30/2021;25900;26200;26295;25885;3.49K;-0.82%
04/29/2021;26115;26425;26585;25820;2.83K;-0.01%
04/28/2021;26118;26380;26380;25875;56.13K;-1.26%
04/27/2021;26450;26355;26560;26140;46.97K;0.77%
04/26/2021;26247;26090;26320;25935;35.75K;0.51%
04/23/2021;26114;26240;26510;25930;19.01K;-0.40%
04/22/2021;26219;26700;26700;26055;20.47K;-1.45%
04/21/2021;26606;25900;26765;25840;19.15K;2.83%
04/20/2021;25875;25910;26175;25765;15.12K;0.01%
04/19/2021;25873;26110;26310;25715;9.95K;-1.02%
04/16/2021;26140;25960;26410;25835;8.13K;0.55%
04/15/2021;25998;25495;26100;25420;8.45K;1.72%
04/14/2021;25559;25420;25610;25275;13.93K;0.38%
04/13/2021;25462;24875;25575;24725;17.85K;2.25%
04/12/2021;24901;25325;25360;24760;13.27K;-1.81%
04/09/2021;25359;25575;25575;25040;12.86K;-1.01%
04/08/2021;25618;25245;25695;25060;18.85K;1.33%
04/07/2021;25282;25240;25355;24945;6.24K;0.08%
04/06/2021;25263;24950;25385;24845;4.78K;1.80%
04/05/2021;24816;25075;25170;24705;2.43K;-0.67%
04/01/2021;24983;24495;25075;24325;4.69K;1.67%
03/31/2021;24572;24095;24585;23785;2.89K;1.63%
03/30/2021;24177;24745;24790;23925;4.31K;-2.55%
03/29/2021;24810;25135;25165;24530;2.75K;-1.36%
03/26/2021;25152;25165;25350;24970;3.07K;0.28%
03/25/2021;25081;25220;25285;24475;4.20K;-0.72%
03/24/2021;25264;25130;25415;25050;2.94K;0.03%
03/23/2021;25257;25860;25895;25085;3.55K;-2.09%
03/22/2021;25795;26355;26355;25485;2.82K;-2.10%
03/19/2021;26348;26175;26390;25980;2.55K;-0.11%
03/18/2021;26378;26490;26755;25905;2.06K;1.12%
03/17/2021;26086;26050;26635;25845;1.60K;0.21%
03/16/2021;26031;26360;26435;25935;2.04K;-1.08%
03/15/2021;26316;26085;26400;25890;1.73K;1.47%
03/12/2021;25934;26205;26245;25470;2.40K;-1.08%
03/11/2021;26216;26310;26560;25925;3.45K;0.23%
03/10/2021;26155;26070;26340;25680;2.06K;-0.21%
03/09/2021;26210;25260;26240;25155;3.14K;3.63%
03/08/2021;25293;25430;25945;25015;3.90K;-0.10%
03/05/2021;25318;25320;25520;24880;3.39K;-0.69%
03/04/2021;25495;26245;26395;25155;4.91K;-3.49%
03/03/2021;26416;26880;26890;25905;3.39K;-1.82%
03/02/2021;26907;26590;26980;25850;2.43K;0.75%
03/01/2021;26706;26695;27185;26540;2.40K;0.89%
02/26/2021;26470;27530;27665;26250;3.26K;-4.50%
02/25/2021;27716;28020;28350;27400;3.09K;-0.76%
02/24/2021;27928;27785;28150;27415;62.15K;0.67%
02/23/2021;27742;28310;28470;27335;65.50K;-1.38%
02/22/2021;28131;27590;28390;27370;49.41K;3.07%
02/19/2021;27293;27145;27740;26155;28.35K;0.65%
02/18/2021;27118;27490;27625;26940;21.76K;-0.87%
02/17/2021;27357;27345;27530;26960;13.70K;-0.04%
02/16/2021;27368;27505;28105;26910;22.02K;0.16%
02/15/2021;27325;27490;28075;26870;129.34K;-0.16%
02/12/2021;27368;27085;27535;26970;10.80K;1.02%
02/11/2021;27091;27155;27385;26800;16.27K;-0.11%
02/10/2021;27120;27400;27625;26925;15.51K;-1.16%
02/09/2021;27439;27400;27895;27170;16.36K;-0.59%
02/08/2021;27602;27185;27730;26965;17.25K;2.01%
02/05/2021;27058;26465;27135;26310;19.65K;3.00%
02/04/2021;26271;27005;27025;25980;6.27K;-2.40%
02/03/2021;26918;26735;27260;26580;8.37K;1.84%
02/02/2021;26431;28840;29015;26385;18.37K;-9.99%
02/01/2021;29364;28410;30040;28155;35.17K;8.95%
01/29/2021;26953;26630;27795;26215;10.56K;3.79%
01/28/2021;25968;25360;27145;24955;11.33K;2.07%
01/27/2021;25442;25585;25585;24775;4.23K;-0.57%
01/26/2021;25589;25450;25760;25300;2.55K;0.22%
01/25/2021;25534;25620;25880;25290;2.49K;-0.27%
01/22/2021;25603;26045;26045;25090;2.76K;-1.15%
01/21/2021;25901;25940;26165;25745;2.08K;0.33%
01/20/2021;25817;25345;25995;25140;2.73K;1.75%
01/19/2021;25373;24850;25520;24095;3.07K;0.21%
01/18/2021;25320;24835;25480;24040;108.90K;1.61%
01/15/2021;24919;25650;25910;24670;2.80K;-3.64%
01/14/2021;25861;25430;26025;25175;2.58K;0.91%
01/13/2021;25629;25745;25835;25300;2.42K;0.53%
01/12/2021;25495;25110;25775;25110;2.70K;0.60%
01/11/2021;25343;25520;25650;24425;4.68K;2.61%
01/08/2021;24699;27320;27320;24605;4.79K;-9.63%
01/07/2021;27330;27450;27550;27090;1.56K;0.80%
01/06/2021;27112;27805;28150;26785;2.75K;-2.16%
01/05/2021;27711;27390;27915;27235;1.25K;1.01%
01/04/2021;27434;26825;27810;26825;4.16K;3.63%
12/31/2020;26473;26855;26910;26420;0.70K;-0.60%
12/30/2020;26633;26395;26890;26385;2.23K;1.59%
12/29/2020;26217;26450;26770;26075;64.31K;-1.21%
12/28/2020;26539;26130;26980;26000;81.41K;2.44%
12/24/2020;25908;25740;26080;25535;35.14K;-0.05%
12/23/2020;25921;25315;25960;25185;65.50K;1.51%
12/22/2020;25535;26420;26815;25225;108.02K;-3.20%
12/21/2020;26379;26110;27635;25120;133.74K;1.33%
12/18/2020;26033;26255;26350;25865;70.35K;-0.57%
12/17/2020;26181;25500;26305;25335;97.95K;4.51%
12/16/2020;25052;24645;25640;24575;97.98K;1.66%
12/15/2020;24644;23965;24700;23940;62.40K;2.48%
12/14/2020;24047;24140;24365;23755;55.68K;-0.19%
12/11/2020;24092;24135;24245;23690;50.25K;-0.01%
12/10/2020;24094;24055;24430;23825;58.69K;0.43%
12/09/2020;23990;24735;24755;23695;84.50K;-3.02%
12/08/2020;24736;24655;25015;24550;58.83K;-0.23%
12/07/2020;24794;24310;24940;23630;83.05K;2.23%
12/04/2020;24253;24195;24585;24065;68.53K;0.48%
12/03/2020;24137;24220;24420;23850;73.44K;0.24%
12/02/2020;24080;24130;24455;23680;76.79K;-0.04%
12/01/2020;24090;22700;24180;22665;89.39K;6.63%
11/30/2020;22593;22780;22830;21960;95.29K;-0.20%
11/27/2020;22639;23485;23575;22400;94.53K;0.00%
11/26/2020;22639;23485;23575;22400;94.53K;-3.44%
11/25/2020;23446;23390;23640;23210;31.88K;0.15%
11/24/2020;23410;23735;23765;23050;44.02K;-1.46%
